iteration,delta_log_loss_residual_minus_xgb,delta_brier_residual_minus_xgb,delta_pr_residual_minus_xgb,delta_roc_residual_minus_xgb
132,0.00245094458138273,0.0010022428240203662,-0.00566640854842293,-0.003657742487058746
133,0.0011270327580156225,0.0004968303084083581,-0.0009038219996347352,-0.0018105128747583077
134,0.002347617912165756,0.0009365631287131526,-0.008234648175347858,-0.004201570509038799
135,0.0016498548392909207,0.0007760674763309383,-0.005054032710627876,-0.0024685882030355266
136,0.0010389895003743987,0.0004626978839293583,-0.002231946306969712,-0.0010370344635908246
137,0.002736670363746696,0.0012310036943434521,-0.005649540950942944,-0.0029316433732190506
138,0.0012550486905570368,0.00045834823467932884,-0.0038180709450497674,-0.0025162473675868213
139,0.001560430799396717,0.0005913324976610235,-0.0036377692959673746,-0.002989842726081271
140,0.0022671050614871957,0.0009955815267225776,-0.012045349047676401,-0.0029023939453709513
141,0.0011067679667152719,0.0003330098413631133,-0.0005651113484291814,-0.003089914346710021
142,0.0026174771560657506,0.0010044670453089044,-0.009008247921538537,-0.004024918050906989
143,0.0020751366504397906,0.0009550439427623292,-0.006719802557543453,-0.0034002372617625287
144,0.0017581627830881574,0.0007624388965069284,-0.004032491787416992,-0.0031214765941453004
145,0.0012447381348565378,0.0006029274320182298,-0.0037092887551494202,-0.0015027222195054257
146,0.0017036472607392383,0.0007233188432607118,-0.0075097901477098605,-0.002882030413714709
147,0.0009741328434882401,0.0004875271170882156,-0.0036100734382927824,-0.002009662657822875
148,0.0021973857604266067,0.0008749180227309861,-0.007214995784935563,-0.003452042591099991
149,0.002886606610829512,0.0012110934864979495,-0.005707898341158646,-0.00443065405075771
150,0.001674733573698295,0.0006778820040523881,-0.0037749844462228177,-0.002263579004833205
151,0.002746107258027264,0.0011533123537849632,-0.007403464088521883,-0.0042935496365352765
152,0.0017535675957300878,0.0007814437793108031,-0.003240041908737501,-0.0024800523084153037
153,0.0017025681642954815,0.0006409797517933913,-0.003201022408919174,-0.0033226529193859378
154,0.002703265600301652,0.0011081515152543409,-0.006674568990819252,-0.0037631651942943156
155,0.0011163680716006485,0.000504255610678711,-0.002829759276392285,-0.0013129343841959962
156,0.0019020824516494117,0.0007524701494268093,-0.006986115183881758,-0.003094361967601489
157,0.0027398194655927077,0.0010239107882726306,-0.009565672567292127,-0.005508096201928936
158,0.0017253550633962722,0.0006303789259553827,-0.0012823711078571165,-0.002834412608741399
159,0.0018868410501727273,0.0007581946736051615,-0.003773635278703946,-0.0036681880349760387
160,0.002048492303132754,0.0007627886676232487,-0.003320590727379058,-0.004752696566761583
161,0.002451815804112356,0.0010574742202420773,-0.005928140773483914,-0.0037261584846299822
162,0.0027979525423357243,0.001224622933046593,-0.008331951402022031,-0.0043136634498760484
163,0.0018766920220623096,0.0008748704676169172,-0.004193795467022587,-0.0030413992237139365
164,0.0011433226650365835,0.000563779315537638,-0.004698336297689287,-0.0014024051653904746
165,0.0025506444849503485,0.0012014117503160726,-0.009256607275922646,-0.002494667995108446
166,0.0015135447097988641,0.0005450924159494941,-0.000358633480824766,-0.0035876238877939892
167,0.0022403719042390913,0.0008551605622968694,-0.004490511955467236,-0.004330439342207115
168,0.00254091760113323,0.0012061921743373172,-0.008221434862222043,-0.002319575848987676
169,0.0019682977064891527,0.0008259723947156572,-0.003833573144368607,-0.003973557262819338
170,0.0020273328111817257,0.0008982780621472064,-0.008072208318954777,-0.002944272544578852
171,0.0028230765294199323,0.0012117565754382886,-0.008060685262344491,-0.0025893994763446226
172,0.001971142770589851,0.0007894926573048244,-0.004437654328842133,-0.003529629168577131
173,0.0023610045559571136,0.0009226697454112476,-0.003958795066380749,-0.0038284910965322716
174,0.0008215722668413195,0.00044170251858494103,-0.0014585066161861837,-0.0013983435660478438
175,0.0023647780030968124,0.0010262771995594722,-0.0062814712199770195,-0.0028109466574604003
176,0.0012942854244180624,0.0006535734991632569,-0.0066270309673492345,-0.002381522737253894
177,0.0020295562592589356,0.0008046072157411877,-0.006585285841612443,-0.003656762244068079
178,0.0014719485741772065,0.0006715262594474414,-0.0052904081892066745,-0.0019264620282902767
179,0.001265274852557674,0.0005571450537172618,-0.0019187061485865242,-0.0025144761986868325
180,0.001980470698259129,0.000929041295672034,-0.007753388858948607,-0.0028149801587302736
181,0.002866907953697484,0.0012390791726060446,-0.011411353702219351,-0.0042357458491445454
182,0.0018564503210662942,0.000738738545424722,-0.003634384463286011,-0.0036483289914522876
183,0.001495006490866757,0.0005990316777428895,-0.004705065837672606,-0.002180139322315533
184,0.0014345908366523163,0.0006436567830189477,-0.0028527940023092557,-0.002771335300750355
185,0.001181320835302424,0.00044979713011397693,-0.0051462380465636115,-0.0016070978050626294
186,0.0023765303369781554,0.0009354418709960621,-0.005218440269893654,-0.004553415061295807
187,0.001901600368599321,0.0006234995654725572,-0.0009616769500735978,-0.00449646820710603
188,0.0023498331244227733,0.0010188232668120467,-0.0049460789381375325,-0.003902134750577102
189,0.0029830119613849515,0.0011764145388717673,-0.008462539565606775,-0.0045251807511049735
190,0.0026390456287476716,0.0011510504189681803,-0.007309916662035676,-0.0034648488604283045
191,0.0007199025548406679,0.0004041211238025866,-0.0029396074422285423,-0.0005142648222772328
192,0.0026574241111275154,0.0011290026376670481,-0.003617937406821703,-0.0042013444302175795
193,0.0014397187082582086,0.0005990444058165401,-0.006398457276013181,-0.0017679044730443128
194,0.0012793637253830092,0.0005349593415486797,-0.0010042423896692854,-0.0025343692236600157
195,0.002830311816872655,0.0011578392923458636,-0.007828793977195547,-0.003870862542171838
196,0.002671982111353055,0.0011857743213079253,-0.006956179560962561,-0.0034165855372474407
197,0.0013716273258134737,0.00046756954077772916,0.000988223635929819,-0.0033380850558327735
198,0.0021351104173266133,0.0009006252189431019,-0.006534969922793121,-0.003135605039282341
199,0.0016444761582757872,0.000723548721111994,-0.0021688736038473766,-0.0024033125012613565
200,0.001305842705600413,0.0005847390925304841,-0.004313101782780326,-0.0009413018885576774
201,0.0015085423148681887,0.0006625889517589412,-0.005792295842135975,-0.0031762824575601867
202,0.0019257474442408995,0.0006873111860910552,-0.003520512593060132,-0.003506906284251432
203,0.002410462978549077,0.0010160225492185926,-0.005256083688285174,-0.0044902419984388375
204,0.0018058115073256165,0.0007300005736198267,-0.0096943095958541,-0.0029402459988030483
205,0.002405446365499775,0.0010483239489264273,-0.004515504400955717,-0.0029799827717079674
206,0.002668254876637688,0.0011331688766872683,-0.009414552888963257,-0.003938046611618562
207,0.0015232367267472569,0.00063651924694344,-0.006852841237706353,-0.0017417787359271797
208,0.00044455562882472766,0.0001904084055058819,-0.0021862944141476937,-0.0011542456679953794
209,0.002371221033388937,0.0009090176093363711,-0.003203419426992482,-0.004579258845563983
210,0.0019103757974684998,0.0007946616893408642,-0.005832083118997022,-0.003067909168438354
211,0.0021482944956385808,0.0008701189372407603,-0.004566793443475936,-0.0032595634536374263
212,0.002084760725151069,0.0009160076518687221,-0.006830177263096537,-0.0037458573695847708
213,0.0012971316944887512,0.0004396216272983533,-0.002225081681283936,-0.002717917386374169
214,0.00263167825387034,0.001114896237406321,-0.0055503463947065845,-0.0037118258609487587
215,0.00018574510602376026,0.00019421108708939094,-0.000925691064120604,-9.682790083109793e-05
216,0.0019441027518675158,0.0009531153840741935,-0.0097344574353454,-0.002720684970711429
217,0.0013370688886796267,0.0005368111342086146,-0.003839258158144898,-0.001831805247090923
218,0.0017137504613338184,0.0007076627596206142,-0.0019901842907610323,-0.0031665829392015787
219,0.002328396140099054,0.0009878595687690672,-0.00527610685121177,-0.003984632063449789
220,0.0017997728669638668,0.0007093238860496898,-0.00527821529137068,-0.0022791457338378063
221,0.002957712725026096,0.0012165758304410468,-0.010209380634870258,-0.004523606085859
222,0.0012687832651183673,0.000432142379419298,-0.0009832271955780292,-0.0030389779309422105
223,0.001774380263005415,0.0008120278975043971,-0.0026781242041302167,-0.0034217674458227876
224,0.002404583610154387,0.0010553761618920798,-0.005371707160170824,-0.0035887166120167624
225,0.002006158334276198,0.0009641395534652486,-0.0036471498866887386,-0.002769934113217687
226,0.0029624597184127466,0.0012128521834079142,-0.00791868002483831,-0.004594335758777213
227,0.003512201492958833,0.0015155675759317977,-0.012966659919907142,-0.005144798704120657
228,0.0030846994147504248,0.0013674273952055949,-0.00889367304191735,-0.004316540774496946
229,0.001412746089625716,0.0005737710626496639,-0.0028441769314723753,-0.002715690245608915
230,0.0017799880796449674,0.0008311484266524671,-0.005460364167080678,-0.001874696405440468
231,0.0017622218698337688,0.0007893250186860046,-0.006955069155017868,-0.003148498073474282
232,0.002790392314543033,0.0011673158509983295,-0.008019916803994165,-0.004434656972408635
233,0.0014480129840342415,0.0005545708550571682,-0.003470915019155696,-0.0029009744241532687
234,0.0023046572971748835,0.000899825886344241,-0.007051140453894378,-0.0047776206192048365
235,0.002436421418728796,0.0010711514098885322,-0.007557420564671402,-0.0032011880855483676
236,0.0017062577660406086,0.0008626213148626438,-0.007749431480115809,-0.0015078906056349428
237,0.001978817150462553,0.0008023648397358085,-0.0031410867905091178,-0.0037584663147668396
238,0.002297872539823387,0.0009904775740003369,-0.004550051887898532,-0.0033813593813594167
239,0.001745957707247281,0.0007239455518593396,-0.006565646974399542,-0.0036721694022674445
240,0.0017364286373400262,0.0006752796057051258,-0.005735984307275732,-0.0034226105590016154
241,0.0010472910227508625,0.00046075879910631445,-0.0005072895652064591,-0.0006058934630363
242,0.002596509707084027,0.001068769316048962,-0.012011477006180493,-0.0030059545161059686
243,0.00214841543173816,0.0008791845508892282,-0.005580734556864919,-0.003871982670497487
244,0.0018916611184940368,0.0008304013642419505,-0.007979752666117501,-0.0028398058252427916
245,0.0017201469178429463,0.0007384084237043176,-0.0070828934634109,-0.002954528464732653
246,0.00046507000989387537,0.000311214851160202,-0.002186126830190982,-0.00018816957005340917
247,0.0018313927584621692,0.0006631948511273966,-0.004002997594001911,-0.004077257674379942
248,0.00189037090344929,0.0007782099842795209,-0.00455083522273908,-0.0027138055762543356
249,0.00242738096572237,0.0010769074001256984,-0.01071891995135782,-0.004003642326163126
250,0.0019271858030018296,0.0008612028983578102,-0.00509390908962748,-0.0029620226383157977
251,0.0023278541983163814,0.0010205005942608147,-0.007762532030935965,-0.0038253959797421855
252,0.0019692994920819107,0.0008962568480722355,-0.009614147422435715,-0.0020372862127417957
253,0.0021552125882394746,0.0008369184401905427,-0.004937811582624796,-0.003101038619064078
254,0.0021136886183450443,0.0009669058520084817,-0.00333489814345439,-0.002655394353175411
255,0.0017224739024869207,0.0007041279755636842,-0.007886284779781372,-0.003027500608420608
256,0.0028194743286177326,0.0012349650608513563,-0.0068568267165921015,-0.003264879574689017
257,0.002506000106190065,0.0011505722295078735,-0.008541298455785273,-0.002794363204905337
258,0.002223909258903367,0.0009440058312934763,-0.007933400375191413,-0.002746465970681844
259,0.002581484235628373,0.001103562006322889,-0.010577481533146638,-0.0048284427883869
260,0.0017986108921261845,0.0007054940524609254,-0.003393949522215056,-0.0019507339012101443
261,0.0011694726908694775,0.000567352451686598,-0.0043616339796270776,-0.0019223973305606545
262,0.0016683160621756565,0.0007112115451137213,-0.0028511495813964838,-0.0025133258720293483
263,0.0016740618695741394,0.0006608479611179274,-9.822561099109839e-05,-0.0034926500825187556
264,0.0018878491569138678,0.0007601253483744408,-0.004067290657544909,-0.004112199718001808
265,0.002908275952548278,0.0011809976987351423,-0.007290345246522667,-0.004725061518076834
266,0.0007079105897584981,0.0003561365774464309,-0.0016069726886062674,-0.0015778221048734498
267,0.0017901495202233275,0.0008653999333675666,-0.004871868981602134,-0.001815554452552659
268,0.0024777447367554384,0.0010086191030893865,-0.005352099841056557,-0.0034307944787069777
269,0.0023973278917788776,0.00094496016440071,-0.006996625619207109,-0.0030137957710161256
270,0.0004322228163980979,0.0002384673123876635,0.0013540735430940254,-0.0011870025177893595
271,0.0019395650083018356,0.0008900019657329117,-0.007317684320465423,-0.002213631107220615
272,0.0020924242990586484,0.0009009112354079474,-0.009621229450246016,-0.0033018790357062233
273,0.0015693574942803323,0.0006313738873513497,-0.005012259236976957,-0.0031004462049005754
274,0.002781779757212499,0.0010684134814187563,-0.008488371183462518,-0.004944900596341895
275,0.0023840770311991943,0.0009477602207878799,-0.00720896540211019,-0.00508493970601176
276,0.0014940425210251407,0.0006678067402265397,-0.005252861591066804,-0.0020492407489310915
277,0.0025318410895203147,0.001157858980046944,-0.0067944750606545035,-0.0032015510938515623
278,0.001775843959664014,0.0006933318105393216,-0.005804984517035261,-0.004518723548411874
279,0.0015919699518285868,0.0006197371037472976,-0.003903800086300091,-0.0034100302263895266
280,0.0010020714521117302,0.00047153697847795994,-0.001181357937317551,-0.0006122917570221542
281,0.0019077891919531131,0.0008095214066621559,-0.006021548718782077,-0.003234044915748302
282,0.0022149315525823443,0.00107380039448024,-0.008589396995323573,-0.0028335785334452357
283,0.0016151843677200683,0.0006174831753376353,-0.004793927909523987,-0.0028334784633766708
284,0.0016352359183419152,0.0006994503526406293,-0.0013554658416326526,-0.002659832726075173
285,0.0024064588227816763,0.0010548585756567919,-0.00691604469780277,-0.0030663115088058746
286,0.002484452078888477,0.0011622398028836856,-0.009298220305846427,-0.00384852895769916
287,0.0012637416677435676,0.0004150122676978285,-0.0003818248931137802,-0.003574020077754758
288,0.0009711602228797966,0.0005399621767319951,-0.004501986177887662,-0.001463659381043203
289,0.0018327559319147868,0.00070837065049284,-0.005343497113642903,-0.0034588473627299443
290,0.0016230427149490079,0.0007134199425163912,-0.0033375568692792235,-0.002644763987776688
291,0.0025172153425311317,0.0009348813356533647,-0.004833713518090921,-0.00482763193304192
292,8.130493849162201e-05,0.00013881590341116579,0.0009477312002139637,0.00082507195394943
293,0.001019156726836945,0.00027036871171268184,0.0012797504853237496,-0.0010788903157012975
294,0.0019807697924331125,0.0009516660724137038,-0.006299790413996198,-0.0027828527770396017
295,0.0014366395194471693,0.000537594809486508,-0.0006241897610996805,-0.002756863679201249
296,0.0022383419188056752,0.000925609883980244,-0.005933457152861865,-0.00311343734337044
297,0.002388531222436374,0.0009283243648484929,-0.005668305608624691,-0.0037890681609583643
298,0.001054866820532574,0.0005706004205064119,-0.006785534161153017,-0.0017110933488964086
299,0.0028403488502419805,0.0012726768661490973,-0.00961721933391041,-0.0039956034365647985
300,0.0022247009026764575,0.0008148298753348215,-0.004906690964620597,-0.003957052682381668
301,0.0020555917382754085,0.0008963528423978073,-0.00847783031475352,-0.0032824194351360747
302,0.001643057203111864,0.0007681554038830862,-0.006648921947560282,-0.0027332719459790544
303,0.0015946162888161863,0.0007512960941839508,-0.0074253070842972835,-0.0030540253655680916
304,0.00243923124825024,0.000957188040518947,-0.006702401368259336,-0.0031810737995034977
305,0.0012163747622959686,0.0005161815200896702,-0.0023380209246872674,-0.0013650631143280467
306,0.0011061695741588773,0.00044031719219492227,-0.003031862007162267,-0.0025793551436434914
307,0.0016041947788291155,0.0007655742525555509,-0.007288151467222559,-0.002352421304359198
308,0.0019605201854461796,0.0008552467728009383,-0.007461841000481972,-0.0022360712190587773
309,0.0005556764213165422,0.0002740982061656405,0.0013741635353677895,-0.0009394853254305335
310,0.0035397777014800624,0.0014652610399135402,-0.011875259706477848,-0.004553844605326041
311,0.0017492687226887127,0.0007568982031483373,-0.007917131023901236,-0.0031048022242010642
312,0.0034727626256637056,0.0014305204503431979,-0.012033621081778467,-0.005790960451977245
313,0.002580748709728964,0.0010793813139977626,-0.007407561417672626,-0.00406682185403251
314,0.00251100226221479,0.0010289233457489444,-0.004301503300413956,-0.005039658018099913
315,0.002325003379367363,0.0009270173294154416,-0.0047456929856298236,-0.004114553251519437
316,0.0019700248700452727,0.0008870859383713903,-0.0038351987561695555,-0.0023577229189775117
317,0.0017562724452238054,0.000637674765095464,-0.0025322777701811128,-0.00363859894807117
318,0.001211952316751419,0.00043982867613687193,-0.005521403781217016,-0.001993377822751108
319,0.003040399391250781,0.0011975893118935932,-0.004384355123108641,-0.0044434828917586655
320,0.0021264028990678474,0.0008214996755933346,-0.0047959138272537505,-0.004144736094217172
321,0.0019427355829894077,0.0008750979695328065,-0.005479286652941895,-0.002730223798701581
322,0.0017649890469622065,0.0007276361160346856,-0.0032581790509393915,-0.0033133941795960853
323,0.002299010618403985,0.0008964228787439188,-0.005288758549941708,-0.003988124318839437
324,0.001966075900521891,0.0008777825053959687,-0.0045663282294826635,-0.002821196103271917
325,0.0015821107988660543,0.0008065006743922243,-0.003367303323906612,-0.0013794113592500157
326,0.0024406761252453446,0.0009739841987294051,-0.006061449434048238,-0.004336957027949451
