iteration,delta_log_loss_residual_minus_xgb,delta_brier_residual_minus_xgb,delta_pr_residual_minus_xgb,delta_roc_residual_minus_xgb
991,0.0007396679670917949,0.0002572794430067693,0.0002573511346559143,-0.0010258527400901496
992,0.0029133618109595805,0.0013673338968084592,-0.009840849118096462,-0.00361439325566848
993,0.001584523533660731,0.0006344047863961477,-0.0027308531491871957,-0.003082764619296241
994,0.001917199371206657,0.0008806261613341915,-0.00521571359044426,-0.003187418513137197
995,0.0007911647475918882,0.00040137334508538736,-0.0019268170677116947,-0.00044205611349790175
996,0.0014823203146385189,0.0006199573854627771,-0.002175343718471945,-0.0016467438306342341
997,0.0019665323186398576,0.0007369810104799202,-0.0051905137511609745,-0.0037639739294289543
998,0.0020996416211253033,0.0009220878335784999,-0.004243609107325963,-0.0033243172237545915
999,0.0030805546797449956,0.0012205488599051906,-0.007930135957665063,-0.005497875975337019
1000,0.0032958228366414266,0.0013855754214467386,-0.005134966896148729,-0.004817102518851368
1001,0.0009240056612258574,0.00040234491860455246,-0.0003324185885235642,-0.0015674399309001386
1002,0.001059046763940641,0.0004992615310490667,-0.005441444491972702,-0.0020668006547459594
1003,0.0012469849062072824,0.0005165735039761865,-0.00396566747341065,-0.0035500861969104403
1004,0.002429107584247747,0.0010558507353808644,-0.006943005963322757,-0.0031813822275297277
1005,0.0011518611842474824,0.000463836614625901,-0.0025172226885626925,-0.0017209577029666523
1006,0.0018110630458160193,0.0008181760613902578,-0.006318130928739396,-0.0025751879699248414
1007,0.0016043144573376078,0.0005823477094354101,-0.005520644819860809,-0.003008043534914906
1008,0.002761141739374917,0.0013750463667085988,-0.010283692313152126,-0.002502249743560725
1009,0.0012115086464199454,0.0005443826678641628,-0.0018950200529812555,-0.004199506320944346
1010,0.0023280771916694976,0.0009660454259708406,-0.003451604829937893,-0.00416650076976155
1011,0.0018003789344303023,0.0007032742796031777,-0.0022142960692178026,-0.002976759586929001
1012,0.0013664338481667038,0.000545098968259522,-0.002270529576942737,-0.0028231365566739886
1013,0.0036543856444332112,0.001508859204851637,-0.01080615063873891,-0.005684979248866573
1014,0.0029007820921622685,0.0011754399613107813,-0.009084421320710356,-0.005261551626637662
1015,0.002112300973723946,0.0008811978488733885,-0.00593255642466306,-0.003207800806564909
1016,0.003006451946976907,0.0012363308488921865,-0.00585205201682637,-0.005109758599466607
1017,0.001908719262640135,0.0007597516671492277,-0.0030006916173641596,-0.0035340151941205544
1018,0.00322383584239061,0.0012871832310343,-0.00616726078623997,-0.005680489649955267
1019,0.0023400581412608146,0.0009267032928891306,-0.0059364807075111825,-0.003950948600395021
1020,0.0021542949608627238,0.0007883081105126977,-0.004942700919569443,-0.003940981565766499
1021,0.0012543176543400314,0.000504581200140547,-0.002148810370320775,-0.0026812965710095726
1022,0.0019735126010749227,0.0008889863434922429,-0.0042689688925797165,-0.0027723322702403186
1023,-9.72067596500259e-05,-3.416960129437596e-05,0.0016993286306457578,0.0010829493087556319
1024,0.00208287038260635,0.0009585595007459979,-0.005543652337787142,-0.0026709838710204936
1025,0.0022370133345815946,0.000990325477970705,-0.0055297985742843725,-0.0036222849268324753
1026,0.0022883393555034326,0.0009523882054356669,-0.007218789848001506,-0.004175660354282407
1027,0.000646104599303754,0.00034855301613931355,-0.005203429229420242,-0.0009623980157130729
1028,0.0023941431190096507,0.0010227797451888287,-0.004245919995907843,-0.003303143406200748
1029,0.0022209355800729136,0.0009521076439726883,-0.014606643078553028,-0.0037198981922601515
1030,0.0015080422064894239,0.0005147295069120594,-0.0016670544530788534,-0.004046926914150872
1031,0.0020406874133088726,0.0008564105985432724,-0.0063427079388211904,-0.0038519864018131678
1032,0.0018989634818307732,0.0007531858477324016,-0.003300841517688946,-0.0035630309466020416
1033,0.0013254936624355063,0.000539001471639905,-0.004217586082814584,-0.0026770567002918355
1034,0.0006932269781818601,0.00030030510708575764,0.000342118170172212,-0.0014149155464169283
1035,0.0015589772227359022,0.0006883066205555788,-0.0031807832384839196,-0.002894433969194532
1036,0.001850283919655249,0.0007054213581185742,-0.00404123745804158,-0.004102753399629844
1037,0.00092048578631021,0.0005184238327610446,-0.005857162342875311,-0.00043220483720873837
1038,0.002755175969920476,0.0011281813490571502,-0.006283727412420115,-0.004841233317993465
1039,0.0017662656611929783,0.0007902389334897009,-0.005029033622833801,-0.0024305787599098183
1040,0.0017415872036774527,0.0007951843107395773,-0.004977836060609364,-0.0022105032177300865
1041,0.0019202539450174916,0.0008056181559822628,-0.006122081728028528,-0.0033340185160554148
1042,0.001945294307382106,0.0007907299811123203,-0.003732115788850854,-0.0037858624572133515
1043,0.002349522302751872,0.0008879543200513706,-0.0043639769888049185,-0.005034556720686312
1044,0.002137550992424353,0.0007819324987421716,-0.004206025764668608,-0.005071005071005219
1045,0.0026227171703930297,0.0011264996197395682,-0.012181064530789043,-0.0038016820372526183
1046,0.002590617562661157,0.0011010595151065283,-0.006481638151931257,-0.003335730050903374
1047,0.0026790778451379893,0.0012067692220934512,-0.007120702369935172,-0.003658797954747217
1048,0.0032798252014720752,0.001359035353636684,-0.006806291490145666,-0.005389800949624712
1049,0.002629886639628376,0.0011704074451820423,-0.005754014067490654,-0.002542331976819634
1050,0.0015609881933480452,0.0006036277191565909,-0.0017342748748127579,-0.004160232780242246
1051,0.0011478713303169075,0.0005466702360117925,-0.002837156269261565,-0.0020091119897093224
1052,0.0011071896456721353,0.0004950340642136397,-0.0034014555975715455,-0.00163088624187413
1053,0.0025738179948634476,0.0010271199059685432,-0.008509926443640403,-0.0042807273409889435
1054,0.0018660848510063666,0.0007845050528594577,-0.006841188472676396,-0.003563189156521096
1055,0.0028429854522555864,0.0012369732728620964,-0.006403667396739643,-0.004762121459527258
1056,0.003344372233853088,0.0013799576764921273,-0.006864337018457678,-0.005365204739139484
1057,0.002505334403474113,0.0010151660453358302,-0.006735014773046832,-0.0036293723960452162
1058,0.0018132116435911616,0.0008435666168248868,-0.0038448354438382903,-0.0024885228612195887
1059,0.0017012319260006903,0.0006496439534842691,-0.006584575008799665,-0.002952217158810777
1060,0.001971923592248792,0.0008146673800085158,-0.0034875695677472063,-0.0038048287617955534
1061,0.0014108020342084582,0.00052991029131641,-0.0023731421163472044,-0.0031290384948051697
1062,0.0011273648290708316,0.00042926357573022655,0.002248311517197399,-0.0020640588451494857
1063,0.0009724391190742976,0.0004505486500410161,-0.0003125806209597348,-0.0020271604598081083
1064,0.002622618485833006,0.0011413014577522362,-0.01116520506935037,-0.00404773269689751
1065,0.0028726985489503365,0.0013389721990314796,-0.00870436352957138,-0.0037772221721439347
1066,0.0010969448809776128,0.0004145534982452903,-0.0008859912922220547,-0.0024709262694172507
1067,0.0012660088964541183,0.0004425118123267957,-0.0011889426206494469,-0.0032463848835528886
1068,0.00286060070021088,0.0011662317614811735,-0.007624146550782918,-0.005064291458321213
1069,0.0014929131340062352,0.0005783771813590854,-0.004462008357783764,-0.002678676364965993
1070,0.001536156918666265,0.000659223485997007,0.0011478090163863919,-0.001196483751714994
1071,0.002059375733017399,0.0007663366562425111,-0.005341771190776556,-0.003752340823970024
1072,0.0025132455820698896,0.0009230930100945223,-0.005571222045223201,-0.004844384410947811
1073,0.0017992330952476543,0.0007631297092982325,-0.0033311716350479803,-0.003774852135507878
1074,0.002561832981683998,0.0010133508477136732,-0.00774491919730641,-0.003486164991643781
1075,0.004125062632782173,0.0017072247464547385,-0.005556035153011285,-0.0066019552345065735
1076,0.0019023189404387963,0.0007122602539180456,-0.0020467581190782846,-0.004003567070308689
1077,0.0032043143634787885,0.0014106571190266315,-0.013017199479332664,-0.004796812500972636
1078,0.0014648060960859022,0.0005831476235723665,-0.006431652972132884,-0.0021782874475231306
1079,0.0014258250344270085,0.0006612175979235635,-0.0037961420568054516,-0.0017543689367505166
1080,0.0015024396549754293,0.0006090149932570788,-0.004356906685335615,-0.002789173917617349
1081,0.0024245321512605944,0.001052972704181726,-0.0038144204772246892,-0.003435685169738245
1082,0.0020652099716060857,0.0009005065095349929,-0.006796031675157688,-0.003921736044144475
1083,0.0016003617117553715,0.0007350634367014608,-0.004694142735477802,-0.0020994502019170413
1084,0.0027328628431831925,0.001232916961996039,-0.006580853063540726,-0.003502030529798361
1085,0.0008784774126282535,0.0003323861433298936,-0.0040288101048210345,-0.001093212411409361
1086,0.0012610235674734849,0.0004743950406557451,-0.0030694153006555758,-0.0023655913978493093
1087,0.001333128993578514,0.0005700430849853999,-0.005996170852634819,-0.0023496214753387923
1088,0.0005232941054664764,0.00024377283083087953,0.0007734799569792394,-0.001133901894937006
1089,0.0001645614294814024,0.00020468226806338863,-0.001373431529975211,0.00014292384064951147
1090,0.0016259217373402746,0.0005922911001380315,-0.0031962743343314504,-0.0037982190431007368
1091,0.0025826952895096067,0.000962460219644079,-0.007143342369567263,-0.0039408367680944245
1092,0.0008583954354936529,0.00040483571961555387,-0.0027107794244620176,-0.0020829649277925855
1093,0.002379497973857725,0.001064286302323636,-0.007858486214124383,-0.0031781221513219604
1094,0.0030735842936120417,0.0012639063027601594,-0.0056559974296053195,-0.005764816057946431
1095,0.002634225846742666,0.001082963890483457,-0.0069269379737356696,-0.004877875422360511
1096,0.002734049714888387,0.0011014996855519543,-0.00758780986652946,-0.0041856800498999425
1097,0.002441001428527989,0.0009240656385606227,-0.005667135879761198,-0.0044528983062285254
1098,0.0023452545440950656,0.0010950007416876406,-0.00845186276255988,-0.002921787111885177
1099,0.0008339279790725573,0.00033986529355858885,-0.0007424523879111522,-0.0023541508621423013
1100,0.0015483604730967548,0.0006015997114687532,-0.0014498299821117389,-0.0025309115212989175
1101,0.00290028158416189,0.0012449527297719865,-0.009096879960535653,-0.004890527088487362
1102,0.0033117324067157283,0.0013180652152716132,-0.0059871656683279095,-0.004096309324360892
1103,0.002367481408469041,0.0010365198812194165,-0.007110156268862022,-0.003518344456858724
1104,0.0016992801576667937,0.0008206357417926691,-0.005769180255061734,-0.0021001905994894043
1105,0.0016857023238834867,0.0006001768854919931,-0.003150670633777386,-0.0034931148031731585
1106,0.0025158584292840347,0.0010093729513632466,-0.008015892422556958,-0.005145586540935332
1107,0.00211616324056485,0.0010185108452520353,-0.003978380689530936,-0.00247609913530622
1108,0.0011745690383488383,0.0005583834207949501,-0.00582171840794371,-0.0016081128791491928
1109,0.0020103686305554813,0.0009852755796315171,-0.005285087012926737,-0.0031027008440438486
1110,0.0019063631226824418,0.0007919454844438067,-0.005316306027835116,-0.003240792906485823
1111,0.0007578640457932551,0.0003260988217009819,-0.0033054672074095404,-0.0005371228630182134
1112,0.0008331618170513977,0.0003601995208473985,0.0008830869528998475,-0.0011182730848002809
1113,0.0017241368654205558,0.0007548270160483705,-0.003064736402968282,-0.0031619049622710893
1114,0.0028040900508601307,0.0011171812863850772,-0.006603059496870289,-0.003933724075743883
1115,0.0031859090799175593,0.0015092473185029098,-0.01053619418304308,-0.004214960721299121
1116,0.0022389822483176447,0.0009928814771429928,-0.009351454354053934,-0.0032827067010986477
1117,0.0023625801610307473,0.0010523180672149246,-0.007077297998788756,-0.0033235627234973197
1118,0.00200125263010853,0.0008843348679842822,-0.007701498932278339,-0.0025560698757437494
1119,0.001892993234674234,0.000750870649556451,-0.003188444463233908,-0.002442272792596456
1120,0.0019277756900868415,0.0006983379984542848,-0.004557174893420446,-0.0037433614326222164
1121,0.0008431588655459787,0.000336259100190639,0.0016975945675223314,-0.001140211929211321
1122,0.0033446636619786085,0.0015051430188578463,-0.009180332728561946,-0.004037199557242244
1123,0.0008287578034646415,0.0002547086935459908,0.0014516214530050364,-0.0028193729527374867
1124,0.0015486608949510372,0.0005507147288887626,-0.0015525879993215086,-0.0029361612487397437
1125,0.000946731965864811,0.000525809386970999,-0.006849198751671504,-0.0011963048033526436
1126,0.0011008613482078045,0.00046178569076482656,-0.00040166421425630316,-0.0015888778550149363
1127,0.0013866377664052965,0.0006152776208565858,-0.005477049601827488,-0.002443563254374004
1128,0.002121313220425969,0.0009414001123501936,-0.0056949736592048494,-0.002365609071820818
1129,0.00291627952488549,0.001295085762189313,-0.009395316020791578,-0.0043510911210000724
1130,0.0033294862630199873,0.0013666257813292892,-0.007775298820182686,-0.00600093616707964
1131,0.001858214855458562,0.0008025108481545806,-0.005946475740908397,-0.0029321893145826117
1132,0.002278190861747964,0.0009912750875661902,-0.005186660920458885,-0.003372701328277161
1133,0.0025284054085841223,0.0010340802621153777,-0.004276170737836593,-0.003882639986095171
1134,0.002232753649733188,0.0009478882123941101,-0.007251371771827275,-0.003107443216169292
1135,0.001499412977624237,0.0006310661541184537,-0.005073264642342923,-0.0019030079803561417
1136,0.0004657881929541752,0.00014235398146467126,0.0008604656534993427,-0.0006076919266145842
1137,0.0014702004927121815,0.0006489433098424147,-0.0012927331400330866,-0.0025152890116393323
1138,0.0033436723206963226,0.001294746889167836,-0.010875762611318285,-0.005346817932317283
1139,0.0015654967879668025,0.0005913333252793584,-0.0021677205789970566,-0.0027936412664507637
1140,0.0016422248449078913,0.0007100905494046295,-0.004040171037386908,-0.0023205853645668073
1141,0.002040620493397649,0.0009687354548981453,-0.008103973313156654,-0.003055375297426055
1142,0.0016074727545569711,0.000710391470795213,-0.0028712821360716845,-0.0025864989215774736
1143,0.001653245794906666,0.000632769907510683,-0.005770982635299793,-0.0030502871359677775
1144,0.0024397370653552186,0.0009493852719109352,-0.009962882457802025,-0.0049843276296182015
1145,0.0026707403812622488,0.0010540276598857146,-0.011069179116381278,-0.004082621082621141
1146,0.0013857320292668396,0.0005843616666026674,-0.003857910677783405,-0.0033269247293349347
1147,0.0028985959035852105,0.001212367488633015,-0.006266953085504512,-0.005172008665632166
1148,0.0016759670284469674,0.0007748584072768405,-0.004426152358081525,-0.002249558562924525
1149,0.0016946476223078655,0.0006504901627598647,-0.0034660081286772004,-0.0035684007295316844
1150,0.0018496571484819535,0.0007788552836512641,-0.003125583654087105,-0.0032890918237046263
1151,0.0032294527275716356,0.0013987691242917377,-0.009853416235157397,-0.00521014436760292
1152,0.0015286149721571718,0.0005221684425161244,-0.0032562943199295757,-0.003438800626538341
1153,0.0020424683400763755,0.0008177403921768578,-0.004362815965587463,-0.0035491495030715026
1154,0.0016780836995676784,0.0006947264384182528,-0.002602629993824157,-0.003769671011886633
1155,0.00013037079837086019,1.9204865961769402e-05,0.006457784774848374,-0.0009373334672381217
1156,0.002709361512384545,0.0011415968501497786,-0.009591575903167948,-0.005230744426648615
1157,0.001044004617725136,0.00045313928824297633,-0.0014142582062280917,-0.0014179366224104095
1158,0.0016534265846315233,0.0007137501093854859,-0.005949563724807205,-0.0031291268675318618
1159,0.0030442531656232896,0.0013405614369962349,-0.005592447745143392,-0.003696714144404867
1160,0.0018069746637119355,0.0008263882145353452,-0.004189252225381024,-0.0027158478797112418
1161,0.0017270338317960654,0.0005811592568519819,-0.0001552682961528662,-0.003479742252999074
1162,0.0017594524063106465,0.0007033508058168769,-0.0044817329349333135,-0.002800132784252507
1163,0.001439371010002466,0.00044757896570590816,-0.0014676501322911095,-0.003842772445663112
1164,0.0017734355154074288,0.0008647773210985477,-0.006252303844894169,-0.002052691099192816
1165,0.0029327607965038416,0.0012469957308446078,-0.009154980642752109,-0.004228621111422304
1166,0.00183230795571232,0.00070027438693962,-0.0033421406195149883,-0.003151827134996843
1167,0.0021152589514490394,0.0009338443381698702,-0.005820422253880464,-0.0029425229425229515
1168,0.0018583448899724964,0.0007841429251600474,-0.0037996196405084004,-0.0035231076428140495
1169,0.002586113827676706,0.0011154171561123805,-0.005682469055168726,-0.0034702402474017235
1170,0.0015224849189140466,0.0005978778584534994,-0.002552064334267856,-0.002637701063320619
1171,0.0017785296868342293,0.0008282244048885834,-0.006177261880858043,-0.0033384738161978955
1172,0.0018227017362821285,0.0007549315461630457,-0.0023485644358430813,-0.002755221898779525
1173,0.0019406990964870863,0.000796453408734632,-0.00943998717770117,-0.0018645273668458362
1174,0.00036436375690962475,0.00021905866360025228,0.0005788516558070111,-0.00013583803578198772
1175,0.002032350739496147,0.0008467194324801863,-0.0048641122736395315,-0.003989891686564828
1176,0.001074488424348763,0.000480143627164642,-0.0024312913531031044,-0.0013028870884772559
1177,0.0011127709418439213,0.0004198665817932712,-0.0017210622493545324,-0.0016808516532311746
1178,0.0026711844882169045,0.0012451948448880257,-0.009556064815984588,-0.003496710545794701
1179,0.002524736096020719,0.0009211067654415483,-0.0019345677214610002,-0.004869036032470908
1180,0.0009605567427034001,0.0005019719412887869,-0.002048603880418609,-0.001248499399760017
1181,0.0020823851392179904,0.0008414902686069703,-0.0025566965462905378,-0.003673803673803655
1182,0.002577556634162148,0.0011179371818689499,-0.008238516388996975,-0.0039029954114259136
1183,0.0021051778365279716,0.0008284881751988993,-0.00489258121172953,-0.004388459255715849
1184,0.0018613425389827354,0.0007717380644140237,-0.0038073005759519662,-0.0026948937522411898
1185,0.002018502417762136,0.0008187523615261483,-0.003752829325321838,-0.0033231914701123966
1186,0.0023822952572672973,0.0008576134736149044,-0.0028749560056055556,-0.004731969648601564
1187,0.002386550537789578,0.0010787837927783428,-0.009759458597090376,-0.0021722251861877595
1188,0.0012356007581152406,0.0005436928389251083,-0.002670018663128937,-0.0010476882959724598
1189,0.0009715496770625887,0.0004891808364453631,-0.0008300570394977336,-0.0018119357733817898
1190,0.001368315829017086,0.0006552817667260513,-0.004004378054211166,-0.0014001453561306443
1191,0.001390037023223989,0.00044700994993196463,-0.005159848064040962,-0.002540451208732031
1192,0.0019352982428785248,0.0007343052822691709,-0.001988656978702208,-0.003426222187777994
1193,0.002820175778867784,0.001263046229814463,-0.007225506988520314,-0.003883133115276327
1194,0.00197696969448502,0.0009053177913329047,-0.005018544499258315,-0.0026920716725875593
1195,0.0018607893113783414,0.0007367732382106973,-0.00545634932561484,-0.004526678700948028
1196,0.0019457384760100949,0.0008084803465712165,-0.00858583423572451,-0.0026769063920397684
1197,0.0024634122552714133,0.0009503772119045795,-0.004898735522812503,-0.004536211778567445
1198,0.0018486516166139055,0.0006572020356810926,-0.0009261407188727033,-0.0038088581425606005
1199,0.003341290529790819,0.0013426797341119512,-0.012148226548835739,-0.006531691948620022
1200,0.0022130291437519878,0.0009082257200882515,-0.004251831147229601,-0.0038942716301206826
1201,0.0012417929691953544,0.00042361116569844537,-0.002646161995236762,-0.0023818589617096153
1202,0.0029833805336497154,0.0013488543651816176,-0.007975945535168893,-0.0040324115615738565
1203,0.0006600928437338061,0.00018199523780038085,0.001512297331818624,-0.001099867242243202
1204,0.002764414827445383,0.0011788567573634834,-0.008235936365986962,-0.004306424864922609
1205,0.003474803283200878,0.0014051950862096485,-0.007962577721553121,-0.0057509829215571795
1206,0.0028392758102528393,0.0011269356228308935,-0.006567023955627194,-0.005429129499747498
1207,0.00201535555691823,0.0008793601511012106,-0.006855423866927501,-0.0020853843408894512
1208,0.0016917975626542514,0.000640870131770721,-0.0032372178233427418,-0.00283891728380381
1209,0.0019797160953142767,0.0009489808539206446,-0.0042624016590595,-0.0027043689499061108
1210,0.001131194245269751,0.00044862187405142473,-0.0017223305776856157,-0.001970559052504206
1211,0.001282142385612084,0.0006753466431224098,-0.004420822383602363,-0.0019260352730945396
1212,0.0003164085956219864,5.485329682811124e-05,0.002451551265309271,-0.0008633016342383115
1213,0.0014813354935278022,0.0006673141092921331,-0.0035845448469272734,-0.0026467753411706374
1214,0.002351627797639977,0.0009346942403046232,-0.006526678767722893,-0.002782867500762065
1215,0.0020290701580731874,0.0008067980646299933,-0.0028840255014257465,-0.0036730265905494663
1216,0.003377812621521481,0.0014502933674834795,-0.011987522755537217,-0.004751878780363206
1217,0.0024053915698784567,0.0010707536241718052,-0.0043850287370392205,-0.0037587081795811272
1218,0.00081356233352603,0.0003757019096880254,0.00044336945554473983,-0.0012554592103084516
1219,0.002377861153705585,0.0009709436604035115,-0.004746450064702978,-0.00446904207470733
1220,0.0005965323472045814,0.00021201401386269914,0.0009371819677658211,-0.0020790614810580754
1221,0.003092910949921923,0.00133743001632311,-0.005690917862399558,-0.005146327675920048
1222,0.0022139991894921662,0.0009172227414164791,-0.011013328321358928,-0.003976569008783404
1223,0.002552173196011698,0.00103236222628722,-0.011640619862768764,-0.004656019695921443
1224,0.001543253935701816,0.0007879321422436802,-0.004725124782465673,-0.00142269173275833
1225,0.0013419851649076886,0.000572616331618675,-0.0020982903782704176,-0.002834367398039661
1226,0.002221643988402855,0.0008372514358482019,-0.003642146221991105,-0.003955970840083256
1227,0.0019220509737779556,0.0008134756825264322,-0.005919738068092817,-0.0037974962047038208
1228,0.002344288862423327,0.0008487441233453741,-0.005525369265732383,-0.004252970919637389
1229,0.0022691830936212853,0.001093144498915427,-0.007978873364008765,-0.0028007827613083514
1230,0.0023604061437400015,0.0009835961375700975,-0.0072349250065126824,-0.004389850891555636
1231,0.0018241787207171622,0.0006384683058434926,-0.002518895607155458,-0.003580696923473181
1232,0.0015946644352452521,0.0006482067802482394,-0.003184077121193396,-0.0031477038776309696
1233,0.0026031451449879395,0.0011202442349501351,-0.004436182645322417,-0.003436172415287264
1234,0.0028958063191768524,0.00114139295938262,-0.005620124985769415,-0.004638159606819792
1235,0.001975940865150294,0.0008071749416935503,-0.006556346902089394,-0.0033285351128761187
1236,0.003339368349381311,0.0013969109353325904,-0.010971900391193334,-0.005423856313575115
1237,0.0023446658559956868,0.0010106102530833827,-0.005331029877574112,-0.003861512312506976
1238,0.0016667344385827843,0.0007755671144667187,-0.007349708883963135,-0.002816750045167571
1239,0.0018843407341531115,0.0008408788263754297,-0.0013007731261283628,-0.00255966051182821
1240,0.001758145727014715,0.0008009806479730153,-0.006497844737272329,-0.003126232741617385
1241,0.0019752142669355877,0.0007325621047632735,-0.0018951250334723335,-0.0028550328166819794
1242,0.0013441261852963904,0.0005004188404480192,-0.003867160146280635,-0.002906236651907146
1243,0.0031470291195058175,0.0011962882652957196,-0.002433215971133218,-0.005910707729478104
1244,0.002042587174441113,0.0008919165858467804,-0.006125659513417092,-0.003195632553759209
1245,0.001766337091196335,0.0007251597517662911,-0.0033734916276419447,-0.0027645434406580183
1246,0.0014197452975120983,0.0005588444276096172,-0.002410520224038315,-0.002891640353146152
1247,0.001590606251575366,0.0006596772354566238,-0.006025724644023289,-0.0023918862658872664
1248,0.0009386480344324433,0.000469491849275,-0.001613072864451337,-0.002133245815556184
1249,0.0015619562213272653,0.0005709356300256097,-0.0026760655764758723,-0.0032469214831725157
1250,0.0016479602955272732,0.0007690508860443424,-0.004550801113270442,-0.0016817253855637704
1251,0.0019023014305729058,0.0008592302451142231,-0.003919936079187336,-0.003098334010564918
1252,0.002887669274831639,0.0012197969764954908,-0.005281043309072142,-0.004194858592132866
1253,-1.5076373352684858e-05,-9.424698292412326e-05,0.0029967277924265456,-0.0006482794337876463
1254,0.0020218062837322748,0.0009889295378251728,-0.009005129841747395,-0.0023033812303313583
1255,0.001270890762392618,0.0006077119834353439,-0.005097408397225112,-0.0014144892627405703
1256,0.0013457512293492124,0.0005417725034834731,-0.0005864033959293025,-0.0033730031849777964
1257,0.0012417010661505135,0.00042400978826603875,-0.0008595157156149891,-0.00218924042426083
1258,0.002589930914472849,0.0009584497955065496,-0.0043787907431886985,-0.0045630093540487415
1259,0.0024403285728231694,0.0010430685151857633,-0.005137000020050353,-0.003492897450866006
1260,0.002117447096716907,0.0009095243415748744,-0.005214276417839281,-0.0028229509010399
1261,0.0014831373500731049,0.0005911823115758441,-0.0027423629312581244,-0.0017085954964947137
1262,0.0023296133032573163,0.0009552472061259976,-0.006431902933760503,-0.0034030299781562245
1263,0.0016402988968609034,0.0007688482064023838,-0.004688040896835055,-0.002871817345776906
1264,0.0007640195051303866,0.0004540599120183286,-0.004843531176692895,-0.0006711514692986364
1265,0.0021942487094118723,0.0010303020432022025,-0.005425278685148083,-0.0029722271543560774
1266,0.0026715378072671436,0.0009945432695790402,-0.0067288195052447874,-0.0050630876132129465
1267,0.00135361402053924,0.0006135474863626644,-0.0026284723695969014,-0.002625852438230436
1268,0.0011149783951616143,0.00045040339082469405,-0.0015502126115795045,-0.0025740673499689004
1269,0.0024020377063511122,0.001053958860145754,-0.008851330912553412,-0.003389459873168632
1270,0.0029799247742796076,0.00126087896483848,-0.00953739161645617,-0.005007131871619386
1271,0.002214590059277155,0.0009370499540209409,-0.005772540563740325,-0.003951942808559039
1272,0.002539044066146967,0.0011112284561598795,-0.007036691572667064,-0.0033220453230969893
1273,0.0008238394362958812,0.00035245181414400584,-0.0016645902142700675,-0.0021530302232057874
1274,0.0024679990672212826,0.0009604062822048398,-0.007013161984152028,-0.0044454008853911375
1275,0.0026941712574738985,0.0010936070243469098,-0.006325088151509561,-0.004242165573791645
1276,0.0021681838511957152,0.0009144766097607393,-0.002808438176131134,-0.003010767737025799
1277,0.0033755125082374215,0.0013261019539244912,-0.012570056328128187,-0.005688337489103801
1278,0.0014507615884336023,0.0007309101978302535,-0.0038385974040576754,-0.0014684525750582322
1279,0.0027404101360934963,0.0011311177664517502,-0.01356031567923327,-0.004556588368295422
1280,0.002497786078277442,0.0011096623490161606,-0.012467117086770785,-0.0036302084358454945
1281,0.0011708997552388745,0.0005096006230394245,-0.0022196420719469145,-0.002005241296839322
1282,0.0024689947527483103,0.0011449208201251004,-0.008093339970372093,-0.003453806015960792
1283,0.0026799510871387544,0.0012723447764832474,-0.011248526857322472,-0.002996874425445939
1284,0.003046886014340444,0.0013016765610046332,-0.004595953382055318,-0.004545200918804726
1285,0.002334919360208798,0.001058411846748264,-0.006192830440224728,-0.0034115431292818243
1286,0.0013460411930712457,0.0005794322403966934,-0.002623012539985259,-0.0028013706788341253
1287,0.0036672112665815937,0.0015869737705734854,-0.011129037680715437,-0.00489950521588578
1288,0.0015494564520798226,0.0006292853219844463,-0.001769625350697579,-0.0032754257568692324
1289,0.0015771761145625396,0.0005945972770654007,-0.0024781307666225105,-0.003262569727121911
1290,0.002111189898311161,0.0008667856064823731,-0.004741413095187441,-0.0036257605473936083
1291,0.000985551588893796,0.00044442276201742126,-0.0024854963182910916,-0.0014567656877427781
1292,0.0008160583300602653,0.00040560719423443636,-0.0019682943833971844,-0.0014689155373565077
1293,0.002537969658826522,0.001109435753761795,-0.006991736079049848,-0.0030314051613167248
1294,0.0022126363084893352,0.0009558589769518289,-0.008905613933999856,-0.0028965898371620113
1295,0.0013988305138375456,0.0004646391371491143,-0.0017255519032418065,-0.0038605557140394264
1296,0.0008621884666192292,0.0005123326115175353,-0.0031513527980953637,-0.0009454734360326844
1297,0.0018701417370645124,0.0007769741749983627,-0.00305449474195707,-0.0026028460953347876
1298,0.000986124118769971,0.00040278006905089536,-0.0028575007971923805,-0.001956968502285772
1299,0.0015598274719678118,0.0006830031363758982,-0.0037487601153406436,-0.002544913265351223
1300,0.00190535325731922,0.0007471423997988946,-0.00855306620746199,-0.002943965145709271
1301,0.0017328743019706105,0.0007676427468722158,-0.0052333769270322406,-0.002955762205699264
1302,0.0019517968023796683,0.0007660032547111839,-0.005592773126305961,-0.003503000646846166
1303,0.0008374487261628705,0.0005248308535185653,-0.007439582079054818,-0.0008617938924888602
1304,0.0019501602555195285,0.0008422495610964087,-0.0043397625852031885,-0.002148131573058931
1305,0.0012022754762846533,0.00045920060954737774,-0.0033417209091754496,-0.0019640762959873825
1306,0.002157153162207215,0.0009551265107363149,-0.007476819450483563,-0.003919634597222221
1307,0.0024761720181307734,0.0010667375139111757,-0.00746709270475826,-0.003777190921353535
1308,0.0014462356914615726,0.0005393983692004722,-0.003409668382985953,-0.002308872712964649
1309,0.0023185892513889472,0.001105245102506175,-0.010645355491163744,-0.0035930588211463554
1310,0.0022039075828412247,0.0009366544750837313,-0.005960715018871798,-0.0024528718726262166
1311,0.0021716251233674377,0.0009073443217640087,-0.003995932541145664,-0.004132811971020334
