model,n,positive_rate,log_loss,roc_auc,pr_auc,brier
positioning_gnn_exact_precontact,2683,0.21319418561311965,0.5119848876747215,0.6074864264111067,0.28562209534101,0.16485789623660826
setup_plus_incoming_xgb,2683,0.21319418561311965,0.503243762125935,0.6416001099800247,0.30738713954265895,0.16271328159584392
