incoming_found,incoming_length,incoming_start_x,incoming_start_y_from_centre,incoming_source_same_winner,incoming_seconds_before,incoming_high,incoming_low,incoming_ground,incoming_cross,incoming_switch,incoming_goal_kick,incoming_free_kick,incoming_corner,incoming_under_pressure,ahead_adv,behind_adv,central_adv,ahead_corridor_adv,behind_corridor_adv,mean_along_adv,flight_line_proximity_adv,winner_event_id
1.0,28.448198,28.6,21.7,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.0,0.0,-1.0,2.0,-6.414265663718935,1.6288435658991842,971abd1e-4745-4454-9270-7c36c2acdf0b
1.0,64.14,113.0,4.100000000000001,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-2.0,0.0,1.0,-2.0,7.571236288410076,0.8223906680264005,fe844449-8c84-4d71-87e2-b0b873bde687
1.0,60.46462,74.2,10.200000000000003,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,5.694145153860028,0.24338387825834965,abbbfee6-304b-49b9-a690-f9ec5dea0785
1.0,36.683647,27.5,29.5,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.078539453771807,0.4658320679541086,ab027e27-5cd7-4f06-8f18-458adac59703
1.0,19.20026,26.299999999999997,6.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-1.0,0.20848985377375762,0.5037261818611546,ebcfb7e1-d86f-40d5-aab9-20d520f6d5d6
1.0,68.67146,98.7,17.4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,-1.0,2.0,-2.0,7.144364483413176,0.523437473738511,22271697-e400-4565-8ce4-fbb0f00680bf
1.0,70.026855,6.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,1.0,-5.340056225041163,0.15882758832754043,5f904e20-4b2e-44f9-8c33-b9fdb4a05a31
1.0,40.21256,109.7,4.600000000000001,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.8021392315559,0.044241357982477234,6ac51f92-0fde-44f0-a136-69364dc2acc8
1.0,6.063827,8.8,28.299999999999997,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,-1.0,-0.8243390978632066,0.8992618768674219,91c0e410-bcb4-4a50-ab70-43add86e590e
1.0,37.84402,0.0,39.900000000000006,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,-0.8675026888093818,0.30097156350929655,590bf310-a47c-498c-9fed-dc42b433baa9
1.0,42.517998,110.8,14.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9574916962069366,1.335362715685566,b3752a9b-9908-4619-be59-9763215faf37
1.0,62.093155,97.5,8.600000000000001,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-2.0,5.313729164633607,0.5875429650170364,ddcf3127-a165-4606-ac18-3db263cbc8a6
1.0,73.08037,7.0,4.100000000000001,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,-2.68591268781263,0.12733923201904063,98c37f6a-b67b-4aa0-8ead-8f70e9ece5b8
1.0,58.114544,17.9,0.20000000000000284,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,-5.112620865049122,0.14437146597004225,3dabe86e-1e54-47bc-b18a-5ba69b7e3d94
1.0,59.817806,6.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,2.0,-5.594919118358307,0.6880499502525667,47c30fd0-e166-4b5f-bb10-24e297618215
1.0,28.32543,6.599999999999994,20.4,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,0.0,1.0,-1.959270773942467,0.8917537066846023,54c50412-dac6-4c60-a07d-2898f888d526
