iteration,delta_log_loss_gnn_minus_xgb,delta_brier_gnn_minus_xgb,delta_pr_gnn_minus_xgb,delta_roc_gnn_minus_xgb
886,0.019771085218401874,0.00578274232867193,-0.045674831754331624,-0.054316175953785906
887,0.005995124562569565,0.0006648502217491414,0.0012263953856225251,-0.0252719308663365
888,0.012474571519214162,0.0025756365219001265,-0.0255093358588655,-0.04652372807192018
889,0.01729650547830941,0.005177815931246943,-0.0480140315319994,-0.051819283512277936
890,0.01139122817087046,0.00291571227496909,-0.03129692894541369,-0.034982369134278435
891,0.010708249338612807,0.0029994685756186412,-0.028012800011938066,-0.038694485811796575
892,0.010647935309998524,0.0027642300596009695,-0.022890632284044865,-0.03846661081114633
893,0.006576789063605093,0.0007619568717990022,-0.01016922109864904,-0.0260200259879233
894,0.000373529341674006,-0.00030089812939995686,-0.0013792976997293316,-0.021561085972850558
895,0.010828195877941371,0.002951702459578348,-0.027977177953409482,-0.046721508985659965
896,0.011625512538027905,0.002899468844928782,-0.028371389003201075,-0.04088522407381989
897,0.00993458730635488,0.003160318325433037,-0.028623709510420703,-0.02989124679047417
898,0.016480321559287137,0.00478199832690282,-0.027368427471634482,-0.04763431817512487
899,0.008539228908695962,0.0011459551148713665,-0.017239371489426225,-0.03168143824758618
900,0.008792189772461545,0.0024126137080871524,-0.03231153338274356,-0.04019582131305188
901,0.006394287276302368,0.0012552360083185055,-0.012629818062309672,-0.027756579359264455
902,0.01160996763576988,0.0028569344972284028,-0.02575960639990832,-0.044365955826351944
903,0.008556344743217537,0.002342199437524034,-0.02845781615210541,-0.032537871102995886
904,0.004166131643753457,0.0013926148313375686,-0.018711646002663396,-0.03287080827369582
905,0.010015151651636689,0.0025798778598535854,-0.03600439279608125,-0.04236631651752909
906,0.002455930669976958,0.000583456199550636,-0.015358523051719086,-0.023547947145460824
907,0.002392745270297647,1.080766050420845e-05,-0.0066961918349476846,-0.018304823849355834
908,0.010237866363706771,0.002851559710816687,-0.035459418434192924,-0.03706148951738053
909,0.009481297146586187,0.0023269902589746205,-0.019921296857842496,-0.04197532951749672
910,0.010644276719872892,0.0021266478804017885,-0.021251673390248194,-0.0409446919524068
911,0.003368927553166867,0.0011990498008027373,-0.019674279255440852,-0.030966775045722317
912,0.009981185097191814,0.002794566215837596,-0.016368159480693867,-0.03421405963411894
913,0.010777126771662981,0.0033496784436487514,-0.0413779612605093,-0.04265069158811008
914,0.009060200357380976,0.0014683092848383206,-0.014020650450821515,-0.03975720528650306
915,0.008795441298913853,0.0022012283260600674,-0.022410266686438307,-0.027155732347886485
916,0.006561036940727183,0.0016707645647496827,-0.03127782815247354,-0.02826247196277598
917,0.009393031630743454,0.0027218180613956255,-0.023459541775613324,-0.033635906764095
918,0.008898464127723438,0.0026704607465566077,-0.03452907930063337,-0.031613539051627115
919,0.007317055739592737,0.0016397716628585302,-0.031157562353895607,-0.03219728048980608
920,0.007399473672882351,0.0023492196750360406,-0.021041365629498154,-0.032618917937545344
921,0.01024469421568408,0.002109884562373099,-0.02578052831126726,-0.038948100577357536
922,0.008087213699987439,0.0017891403076892298,-0.02249053289891323,-0.03146811328008192
923,0.00709384227888854,0.0008291593832673028,-0.008271472448887873,-0.038034788582849255
924,0.012187678714350558,0.003058026284265686,-0.03495017141139489,-0.039113220229883394
925,0.017055558759903167,0.005719715480232118,-0.05200385877888741,-0.04789720650791551
926,-0.0016674432158412245,-0.0002408966515597133,-0.01561751350154239,-0.007802546719563819
927,0.010690121965078347,0.0017474225026621881,-0.007487585969493282,-0.03837496131781293
928,0.0064147363650188804,0.001982404447391145,-0.02045995930229816,-0.027383887018213815
929,0.01704796515893725,0.0045095510434843,-0.04506858592284657,-0.06043477038161926
930,0.0066904602962761794,0.00033018950149329984,0.0040711525540431115,-0.02965885788852307
931,0.0027682540904758746,-6.89567054267537e-05,0.0010074498119644892,-0.015509440791457996
932,0.016839224342503845,0.004534125084282775,-0.03899209345530458,-0.044606173170578356
933,0.013213667815226537,0.003270605776896751,-0.041572517699014516,-0.05014981766696036
934,0.004997409108704609,0.001509620726766192,-0.018475443766272193,-0.02275760720405806
935,0.010588571406314085,0.002502184159207138,-0.02389459746944278,-0.03960615511873711
936,0.004769425554518036,0.0008255538446232669,-0.021183208342541504,-0.023563563678743016
937,0.0013671962555346084,0.0005079723486036136,-0.0005070682814085625,-0.014186222039247909
938,0.007494176814484388,0.002511521730009042,-0.02967508498841842,-0.03851129894773164
939,0.0017956514731644058,0.0004753410516639134,-0.014067251967943395,-0.01859636674669274
940,0.010305978218946965,0.0016084625380416995,-0.012826738331206622,-0.03870491424575606
941,0.014475842661058058,0.004237255936563322,-0.03859062292451171,-0.04940205754869709
942,0.003085824252482716,0.0003972285172269552,-0.008900520193786399,-0.021582178164624932
943,0.006303278571053728,0.0010754693183461506,-0.012253579537840176,-0.02450036243139686
944,0.013890868218383035,0.004250766496857072,-0.03691819934305446,-0.04688690154694142
945,0.01241126845301499,0.004485144068832964,-0.0380301412631342,-0.043375407605034
946,0.009349986932772336,0.0023359390281422754,-0.022246694434537695,-0.03982204790239252
947,0.008128239310985608,0.0023116160367429306,-0.023654877576771705,-0.03436613768203822
948,0.0028855385177782855,0.0004623963719211366,-0.013190641128060343,-0.021947780772045178
949,0.004216662624330625,-3.016910007619389e-06,-0.014700021497770499,-0.017959920147420094
950,0.0036557408701322625,-0.00011108584824082168,0.008266135638092587,-0.014216702537034998
951,0.0034617929348189636,-7.915920204495941e-05,0.0005418826921433362,-0.014376850134238284
952,0.009925357652677769,0.002918301230134146,-0.011055227175671922,-0.029840973025554662
953,0.007392420588411719,0.001563486622764676,-0.014655253916003141,-0.026327982110645576
954,-0.002645267956017938,-0.001076476753489486,0.006616472424220143,-0.010540447551915633
955,0.012461650530977808,0.0033252838823378816,-0.03990798851638877,-0.04318659503839961
956,0.0035894974319317097,-2.9337176623983607e-05,0.004707159982660136,-0.028065012645868137
957,0.007284916176717449,0.001944221976962035,-0.02555832149338655,-0.03330097398950593
958,0.005731814479780106,0.0015388474072328129,-0.019825584458094958,-0.020639968845329926
959,0.007284871921172886,0.0017866568359232726,-0.016469268687383798,-0.03553618143422965
960,0.008213289474591823,0.002548539614160572,-0.03257370235780466,-0.03305100992316401
961,0.008633532667988608,0.0019462962319337918,-0.024390015285282063,-0.02888523527198872
962,0.010575409062105412,0.0011866693122919714,-0.011922191002660898,-0.04175322990304409
963,0.012067287178549657,0.003804794141181067,-0.029783868725128504,-0.046120273616181984
964,0.011411783422053678,0.002806188212755023,-0.012538811481065892,-0.04740608309016914
965,0.013366892073633951,0.0035781039526178726,-0.03197835690834033,-0.04246336055174704
966,0.0102251388280018,0.0024476249881878742,-0.029341117795925076,-0.03885303631875303
967,0.002206123250728498,0.0006953462911851449,-0.026201134566727458,-0.018190042463099076
968,0.00632090477154712,0.0009768962557916705,-0.019736020938159182,-0.02938773758448565
969,0.006400201545354367,0.0015370393968823504,-0.014393761261989158,-0.029097208211173342
970,0.004149081532690779,0.0007731420084199914,-0.012755740977437757,-0.01587150747238464
971,0.006806912827325595,0.0011245231960935742,0.0007201604449778576,-0.026984755742925692
972,0.012490405467937338,0.002541684154000079,-0.024529232549100888,-0.04248792628854925
973,0.012770686099116246,0.0045958210857742765,-0.04749263259510966,-0.03988943077386675
974,0.00837798107280241,0.0015875169383139653,-0.024319269338235694,-0.03152955822084047
975,0.015495338459985963,0.003880239518009171,-0.02487170410079903,-0.04925221210977471
976,0.011091812390496225,0.0031842015743725194,-0.0389349353326407,-0.03844854814674603
977,0.00844856599646665,0.0018873580111306854,-0.01956133499362278,-0.030645533711571415
978,0.012137605574536359,0.0037911993556073165,-0.03404116185557471,-0.029863576169319117
979,0.011795773594591386,0.003424022345366623,-0.032540225113249,-0.04011501720895527
980,0.009941891448231988,0.002137284005782142,-0.01578382555164748,-0.033771191820544666
981,0.016720277888103152,0.005372962922595592,-0.049706147814120805,-0.052123688693207715
982,0.0067605003723711365,0.00145505631415907,-0.027577746805899195,-0.0299412013957705
983,0.01543426247162305,0.004153368304816163,-0.04160413355016118,-0.05298453533747649
984,0.014508798690802793,0.0039771332666875825,-0.036129567753547864,-0.044564912593635375
985,0.01134895558649418,0.0027273477175484284,-0.0323089804261214,-0.04610785235116843
986,0.01122856435859132,0.0034058167903613656,-0.030240973748465405,-0.02891588568783987
987,0.00889843131701118,0.0021902203972805345,-0.025908284985489805,-0.031710951391149655
988,0.0025647627745594703,0.00011307861986253886,0.008543436739213706,-0.014407881000208733
989,0.01275837010989167,0.0027749340176940196,-0.02095381519544126,-0.04931186832016732
990,-0.00012724526728769003,-0.0010177044421808834,-0.005287038518477505,-0.01356349880489105
991,0.006953875747249705,0.0021042141892440303,-0.008551079807100848,-0.03061294701220385
992,0.008762278193955364,0.0033018387676608807,-0.035985785764923506,-0.03782707622298065
993,0.014107446235728904,0.0034022642889317556,-0.01589626530871463,-0.043439716312056786
994,0.012673645658852095,0.0031732081565041814,-0.028613301925645707,-0.038733068958443306
995,0.002492205657270652,-0.0005236565515676361,-0.006184836406617988,-0.01839291113904662
996,0.014008990531836518,0.003588236090764224,-0.02865706972247556,-0.04918652885694319
997,0.01832888692904089,0.005182861586449733,-0.04478573194825097,-0.05064917977322181
998,0.0048490651134651674,0.0005293996726151717,-0.005617799312372496,-0.019910077741554177
999,0.016268533589145928,0.00487079566220705,-0.04328353071683155,-0.049902881067380944
1000,0.0009827625311892296,-0.00021928489083436475,-0.019088346364982856,-0.025713941922027805
1001,0.009281247305357287,0.002593957783435491,-0.020861021222772558,-0.030605552453586204
1002,0.012937280578991794,0.003451301284193964,-0.02071164149594018,-0.039479863801808124
1003,0.009101819746446083,0.0024988452896110847,-0.018473920144646494,-0.03313896441055619
1004,0.011646165282450216,0.0025935566336335314,-0.02879213231013744,-0.039110984669741056
1005,0.009649425845068449,0.002468528988184754,-0.019429802210882252,-0.043141156694380234
1006,-0.0011225336256932006,-0.0012636578506481366,0.004239808950933455,-0.00965823650034181
1007,0.012270065719404588,0.0039655166519700635,-0.037087689141121205,-0.04802621989195788
1008,0.01745333708933161,0.0044892097507188145,-0.03912942468392494,-0.04596241826980563
1009,0.010286923396139125,0.0027243853287423625,-0.02076791353334101,-0.035325691452060326
1010,0.0073670018939664406,0.001538779123309103,-0.014881122017116222,-0.03009203960290907
1011,0.0015855623854911238,-0.00029604254691620313,0.0016503620751746606,-0.02259887005649719
1012,0.003970079274333127,0.0007122196442204132,-0.004718666576487285,-0.02544893067207965
1013,0.00322496656606186,0.0007692514949918239,-0.025994422331965472,-0.01968320149382574
1014,0.012140660795718516,0.003719499552618688,-0.03369581978004221,-0.039220027706549976
1015,0.004393132077328166,0.0011246686756798963,-0.02621190023791442,-0.022865512329206972
1016,0.014972875713630762,0.004021823121218515,-0.03844608211739442,-0.053807472246916954
1017,0.01752847775417432,0.005387810430746154,-0.04131265550634683,-0.053522576709338576
1018,0.005998548159624917,0.0009316434541878638,-0.010000577068585759,-0.032222680695963124
1019,0.013131677611754156,0.00284559596674247,-0.02411703175329083,-0.04467181035446721
1020,0.01472458161182888,0.0037405894983259247,-0.027428659880486816,-0.04524821134115453
1021,0.007125685315851005,0.00046794719015796904,-0.009179180278564791,-0.029682677715825112
1022,0.008351687409859365,0.0014968233462791802,-0.01375897023208833,-0.0396107843806589
1023,-0.002570392082182349,-0.001962424916903266,-0.005667110731369829,-0.014376173408431447
1024,0.0015602345611301915,-0.00012999685281508966,-0.0014704285800221095,-0.015653683421738895
1025,0.0034426530507591924,0.00017603300139215627,-0.008522888418617813,-0.01611900387164522
1026,0.010184707711126728,0.00213991605455785,-0.01262187986984703,-0.03608025068836829
1027,0.004422229686326773,0.0012033241343373247,-0.009665518594451805,-0.017966074486301276
1028,0.008897210893659913,0.0021764013589708753,-0.03381926289288434,-0.033556086663937834
1029,0.014263219373664315,0.00409495820647518,-0.03852235318283104,-0.05252080635577061
1030,0.012708286831687843,0.0033961039830903983,-0.023437116933020308,-0.04151091455168432
1031,0.007275977206021578,0.0025712132410076194,-0.026527044314722414,-0.03290977869617395
1032,-0.0012566499277430476,-0.0011700367083081475,0.0033417898737998497,-0.010933707524271918
1033,0.010987761198152368,0.00310995775751452,-0.027110172573030444,-0.043026325032404666
1034,0.01330821099745727,0.0029346982879958627,-0.015593907719192668,-0.04553864580034028
1035,0.010943391875391062,0.002780948866259486,-0.018446716029065613,-0.042440270669572566
1036,0.0062327074645571745,0.0021650281904603275,-0.01578229862482783,-0.023622580552305483
1037,0.004110257387026861,0.0005890950664627359,-0.011391257427817825,-0.02164161156635913
1038,0.013121633179345837,0.0024194512117897693,-0.018540433390556887,-0.04363592708937747
1039,0.00515253175277941,0.0009981439790048285,-0.016209742379385272,-0.028693370031277365
1040,0.00839947837454702,0.000990252960122423,-0.008620773642536661,-0.03099470846178476
1041,0.013258702080887308,0.0035004003856128896,-0.033445958313793545,-0.0494435913247806
1042,0.010095313396768058,0.002697852292105618,-0.027205612383629507,-0.029522307069416498
1043,0.018077894613262036,0.005429221790969996,-0.048870684778020757,-0.05911442269948963
1044,0.01378925165962036,0.0034602422167282487,-0.026601833458794966,-0.035705119038452415
1045,0.01248380438484975,0.003700531899431342,-0.03946277873295978,-0.04317122084842784
1046,0.011157414707669011,0.002043957598735824,-0.025966490913998053,-0.04051794139846687
1047,0.010446454589512433,0.002321513872251074,-0.026987271565755144,-0.03775466958016893
1048,0.009700770717927631,0.002479506551632288,-0.022584666910840545,-0.032046936605743426
1049,0.006295853459308387,0.0011437609025771456,-0.021361417337433686,-0.03160832853173734
1050,0.010705299818211,0.0023401366406370083,-0.012691831700798684,-0.038930888902773186
1051,0.001477672016552245,-0.0004066237723099053,-0.002459221923359567,-0.024715949423724792
1052,0.016288012963442233,0.005095312981977351,-0.04441473193214751,-0.051217110249095366
1053,0.010573466262377984,0.00303705587827352,-0.03136383788780389,-0.04012938207783856
1054,0.008975051359569275,0.001955917660240475,-0.012891861174920582,-0.031150304101879245
1055,0.0040846036884995,0.00044185662073342735,-0.016117375698246006,-0.02517223318244799
1056,0.016640602110364333,0.00456572686172288,-0.03974464791803989,-0.06043400540428179
1057,0.0073831365795601345,0.0016630380614033602,-0.02517629695246182,-0.0304051999880105
1058,0.004332939407142744,0.0008694202472336043,-0.011424214618146467,-0.029998759228239913
1059,0.012025961780792016,0.0038944746444903033,-0.03117728594668545,-0.04253346547865433
1060,0.006239226435262535,0.0015780408176331862,-0.015649717443996014,-0.03661217177183396
1061,0.006634508294309782,0.0006592354769223152,0.003987723118215103,-0.03115810039380107
1062,0.004566857794213952,0.0006364520942684082,-0.0017501095205473272,-0.031137755644316645
1063,0.007905316888223823,0.0011506879069821674,-0.012171506856928471,-0.03308395677472986
1064,0.013075307363874022,0.002808289445814738,-0.028435894301611753,-0.04758949880668262
1065,0.009760605535308331,0.0020909557905237075,-0.019019394535032652,-0.0346860801811677
1066,0.006217930294781293,0.0004466956622667939,-0.007621332233527012,-0.027402004891741272
1067,0.008558384048560685,0.0012442754655769273,-0.006651383321295112,-0.031668798261718756
1068,0.0020375934682065333,0.00046665026232162177,-0.005190930294049767,-0.011851694172447358
1069,0.009745783231625671,0.0017226687221571224,-0.015587286499121389,-0.03215962364678693
1070,0.010805771431231848,0.0019612571768786446,-0.007370416448809536,-0.041794600341315546
1071,0.019904442780382947,0.0061967326370235,-0.05304346391903769,-0.05662063046192256
1072,0.0026763594310228456,0.0010497594527289766,-0.013725713771017223,-0.016212231692107837
1073,0.006925825429625276,0.0012112790088012748,-0.012758447329438427,-0.029804101525412907
1074,0.012867891280269661,0.003061209020865152,-0.027620070654013174,-0.03651860758419445
1075,0.011062710698730771,0.0018864650925951854,-0.023000186232357084,-0.046824046258834295
1076,0.01283295323341116,0.0033065016555103854,-0.021499243423768133,-0.04599080071341399
1077,0.012761147782911375,0.002929907796447667,-0.026326243316478315,-0.035181553594496706
1078,0.011824459420736455,0.0031378578343117247,-0.022029731860557344,-0.041957662767890924
1079,0.0010285775737420844,6.640763320053811e-05,-0.013397259381301596,-0.019302102492675943
1080,0.013449255149759032,0.003385377129983852,-0.024363924518102986,-0.041273311993748285
1081,0.0013900957784456214,-0.00022945432957185985,-0.008786869292462751,-0.02159775885676518
1082,0.01388995396193693,0.004160375720649506,-0.036587882752784406,-0.04495891594342649
1083,0.011064367580893353,0.0032405355136841396,-0.025839687466956862,-0.042152808186963875
1084,0.0006459916725248815,-0.00045638703163022876,-8.515929710606329e-05,-0.02164763226685873
1085,0.016237030081093617,0.004670124584780527,-0.03448676774704096,-0.050045187170014716
1086,0.004794592419886001,0.000585972633703552,-0.0040167359662157676,-0.022234334445680237
1087,0.019735665480050124,0.004682304787384434,-0.04812532063086733,-0.07107536206906029
1088,0.008858078877592268,0.0024465743725068656,-0.01948828629730065,-0.03813147785750526
1089,-0.006145655747065493,-0.0027709570254709492,0.012859979254309206,-0.00726932641826239
1090,0.016413607582177248,0.004474316655828814,-0.03335156190635663,-0.053889456589175544
1091,0.013083268422158845,0.003308723053069007,-0.03261848479396945,-0.041926658493726565
1092,0.016079002870592607,0.004543246188615624,-0.041184432030425155,-0.05114500442086645
1093,0.012069660975705387,0.0036170813205770036,-0.03823112900466752,-0.040908659981768514
1094,0.008039356687965127,0.001415770638359598,-0.023134346854064014,-0.031912848180469355
1095,0.015944533799406524,0.0040717901183401906,-0.03783340523950063,-0.054618900605428844
1096,0.006389617656436142,0.0015152328567182294,-0.02391973536319364,-0.02892691826082061
1097,0.010910850448578868,0.003315630163670369,-0.026996149017389337,-0.0408689857615222
1098,0.00766414009500993,0.0016444517464039021,-0.02470521934367964,-0.03106354647477605
1099,0.006452191640438643,0.0015129941396026803,-0.00955855281848722,-0.027640405117822064
1100,0.006560291300102439,0.00047864287874788136,-0.011772628091574588,-0.026683506647533273
1101,0.011188382771375571,0.00346244280001759,-0.04126716042533701,-0.04626085739449337
1102,0.011384531949547139,0.002956080163014435,-0.03542722460549497,-0.04527577529214655
1103,0.008932454523510547,0.0017158681146900168,-0.005728166923385014,-0.03878750618247295
1104,0.007420432203993355,0.0011613814114475596,-0.02486603041698182,-0.03469360233034835
1105,0.019160892153146536,0.0061530067022664,-0.04578361184321683,-0.05916217632090992
1106,0.011747708410767665,0.0034789074594965552,-0.029568837046893615,-0.036208469763286955
1107,0.0034003351595718323,0.00010578110729039802,-0.018998069909987647,-0.01748492875411045
1108,0.008982853818409131,0.0018756522514440654,-0.024212379949087315,-0.03746043593253512
1109,0.005237797799276689,0.0006564894765350993,-0.012972740315927378,-0.02733461768973311
1110,0.005322518085926986,0.0012618695831744797,-0.00797472363162749,-0.027332218109956452
1111,0.0072188091279663524,0.001753060259891026,-0.008639200584707463,-0.02920009886291497
1112,0.004687021822235127,0.00035282888340060214,0.011005072519784387,-0.029876110420043567
1113,0.011064075927111783,0.002665362376968017,-0.02454750814356521,-0.038058571067912106
1114,0.006807544433047208,0.0015835009188120697,-0.016485666067699134,-0.03183047790802518
1115,0.0075514450562468305,0.002589751252732614,-0.03083737653613794,-0.028588462218190447
1116,0.004166593471379987,0.00027434194486883334,-0.012162340360076906,-0.020319549207368115
1117,0.0036466611830372475,0.0011406131745567705,-0.013858578260990295,-0.016629125466790518
1118,0.011638431387487436,0.0024196436523710174,-0.011058001179391652,-0.03567540230530952
1119,0.013360185838027505,0.003161599514257818,-0.028179132000976215,-0.050513186434900104
1120,0.007099880573770645,0.001778135533423153,-0.012174970293865828,-0.03286918540955852
1121,0.01010106696844082,0.00235892081106151,-0.020628572820297453,-0.0464035151603428
1122,0.008263528481160964,0.0024741892720514247,-0.02817408628330942,-0.038032198766603464
1123,0.01235061975253221,0.002881768666929574,-0.022869697588530635,-0.04730346279831543
1124,0.009694175920894943,0.0022046979211571838,-0.012362038372999151,-0.03422400647741275
1125,0.0071929875573745194,0.002153094383567866,-0.028168913214041136,-0.03121893805072007
1126,0.0037161389305474524,0.0007520167191345517,-0.013164896292777784,-0.01914349553128103
1127,0.010587317013930564,0.0036222342223943826,-0.03351670356038794,-0.03989877908796835
1128,0.0011994915069614143,0.00017607341032280233,-0.01968412929590818,-0.01903364547126052
1129,0.01196387192513848,0.0026022741307879793,-0.022484733293316128,-0.039436446805559244
1130,0.012550844656046722,0.002657870786270472,-0.031761872925171075,-0.043179391701772984
1131,0.015567341870876938,0.004692022425913989,-0.052443654968325315,-0.049443220694940115
1132,0.005687451036417102,0.00154953772801944,-0.02700539936098495,-0.02356475510129563
1133,0.008059958196419914,0.0024758950081386344,-0.028714231898018583,-0.03375910381716696
1134,0.0105694392245399,0.002369487894638145,-0.013941048106780873,-0.03811803565547789
1135,0.011988040370126574,0.002745753804604928,-0.021057590974735085,-0.03510608034257123
1136,0.004637363134700423,0.0008453620163151043,0.0024392365929304383,-0.030659543900787734
1137,0.015988032020831378,0.004803996441926528,-0.042081571463405354,-0.05642796080752277
1138,0.012878262374348526,0.003910426696498048,-0.051399743594538305,-0.041963277599392446
1139,0.007270703861574579,0.0010617043053433028,-0.0008294007857388985,-0.030075114967385574
1140,0.011601310380617291,0.003349922123194321,-0.03321504148900506,-0.04022567795715937
1141,0.011691119055740662,0.00326390018224168,-0.03832042746574077,-0.03754195362597945
1142,0.005372325373568632,0.0011923285120212235,-0.024499046839858818,-0.02451170828134175
1143,0.01570327685214845,0.004545653978772379,-0.03520812162027087,-0.05425762145766244
1144,0.012389806335223963,0.004292108747336293,-0.03866271260520748,-0.03918092595447309
1145,0.01431952333483294,0.004012691527487261,-0.036757934748166354,-0.04598100664767324
1146,0.002709728291150404,0.0002486942787807145,-0.003267886507817397,-0.01649588990089934
1147,0.01308588646889386,0.003447098000181059,-0.03363433635025759,-0.05110209660441145
1148,0.007519107539109893,0.0014702098130458807,-0.015335996096377758,-0.03620142103349189
1149,0.007839882399088949,0.0015241561891993216,-0.006807126899715632,-0.027162413439343447
1150,0.007571608135495067,0.001087660764984344,-0.01253120445549516,-0.029491051925161993
1151,0.011320945744676736,0.004139780813788491,-0.04016774850823024,-0.04334891627709303
1152,0.011395892158049314,0.0028171778502974476,-0.023480198071608782,-0.03675453121503691
1153,0.004014157197908985,0.0010237304912424916,-0.012136169816560682,-0.022894826051280015
1154,0.004111764112475935,0.0004839389691366214,-0.007991916419466671,-0.022025563920994973
1155,-0.0011663449488048538,-0.0012464851207001915,0.02766506856924078,-0.012473049400911762
1156,0.019596497802712776,0.00683725010500133,-0.056088832645506514,-0.04967381996443887
1157,0.002726148082349167,9.662343517655159e-05,3.334052034542623e-05,-0.022176245029536967
1158,0.012157055833590835,0.004172042868535508,-0.03867943504682253,-0.0364366493238788
1159,0.004862579045299298,0.0006623496859840539,-0.023132699386417543,-0.028275643211381096
1160,0.003599702315433384,0.001339019376648265,-0.02786181205487448,-0.03037361618887291
1161,0.011901468973231855,0.002870520936595511,-0.016099826055709587,-0.04078759533405363
1162,0.009581572138445016,0.0022962857044632468,-0.01748889185057073,-0.03520038758646671
1163,0.02007667540602498,0.005830258374560221,-0.044747760121064795,-0.05783598669510481
1164,0.006838294067974204,0.0025309483202686223,-0.03324862498780157,-0.03010811121945922
1165,0.007568077868229106,0.0020731848195601477,-0.028753095194138656,-0.026263281215461398
1166,0.0010078448447626842,-0.001205299905743168,0.006038963488154192,-0.014499603559912089
1167,0.012837409633088104,0.002251690313370247,0.0022798828351185962,-0.03663915663915662
1168,0.007342156076981854,0.001948528954173745,-0.01675231061359833,-0.03150090627909452
1169,0.008450269284262402,0.002045343465950228,-0.028124025966200006,-0.04143286842935279
1170,-0.0017604210385251395,-0.0003717130980314398,0.0013784347682959663,-0.00655221923965299
1171,0.010325711959927153,0.0025240163412927064,-0.02582789037975597,-0.029765099813409024
1172,0.004238105187689634,0.0006923882353944422,-0.014256133197192822,-0.02745093032361301
1173,0.0013895959538610114,-0.0001450435089989932,-0.01654916947067686,-0.011201318001936245
1174,0.006380109311534987,0.0011266550449862411,-0.004571280877136152,-0.02492061964783987
1175,0.011237462653451713,0.0020936911115473633,-0.020165423062546206,-0.03917676851397922
1176,0.008741572541172027,0.0021203904172485133,-0.011919168818502024,-0.03534513245884774
1177,0.014932062481263109,0.004013568551343855,-0.026797601703177576,-0.04165627846570752
1178,0.007724745800271826,0.0022065621830794913,-0.039659985082402205,-0.024521385893541248
1179,0.006880680820699481,0.0015311012091097087,-0.026944850039680668,-0.03307700260608859
1180,0.00902240776825075,0.002550199221041216,-0.022044893291746248,-0.03802838782571838
1181,0.011972947579491078,0.0034073501292460062,-0.04085874496578812,-0.049208449208449245
1182,0.011919995170746711,0.0037122984025496353,-0.03381995026155382,-0.047397508161443724
1183,0.014417900886321111,0.003555601237011652,-0.028903688475552247,-0.04811714369236497
1184,0.013400474827899078,0.003500276867543173,-0.03094660303689656,-0.054677180482728294
1185,0.01211744127922515,0.0017645811181142002,-0.006831179001946519,-0.04050993020208893
1186,0.020070954166455546,0.005830838227501162,-0.048076325036509326,-0.06150414589625841
1187,0.008264684769497266,0.002398057477127097,-0.02889932746158297,-0.0386957973862162
1188,0.004351059056272866,0.0004689556641051529,-0.01011394132789184,-0.022897876604836775
1189,0.008804374613959332,0.0018323419522507933,-0.015259350834872287,-0.03741430543090507
1190,0.011438688882181913,0.0025574398957281252,-0.023532866464878954,-0.04199869535588774
1191,0.010674815669869941,0.0031837603675496096,-0.030678629568517968,-0.0361428187094045
1192,0.009830507872631844,0.002063750122581559,-0.021411978298375323,-0.04010052810469089
1193,0.01433791370382087,0.0033880301780478683,-0.029468312748271497,-0.055235477765015584
1194,0.003711364720508925,0.0007530569986587132,-0.010874587765555832,-0.024256858904879497
1195,0.012164166000176668,0.003258637483490978,-0.02149249400940123,-0.040151404270543756
1196,0.01316543898768624,0.0035706593141575926,-0.032249632143698526,-0.044680353922999294
1197,0.01536891606590346,0.0033541701462213025,-0.036788964431575366,-0.046483343151973555
1198,0.0067907379350696795,0.00012115009738669635,0.014724910252432444,-0.03044728609383618
1199,0.017091800910232213,0.004853955725935083,-0.037789211126126876,-0.05657105323634537
1200,0.0032448243574076385,0.0002931133401227193,-0.010700528088287475,-0.023834778174400717
1201,0.010658402726737681,0.002700483590365288,-0.003662623124024267,-0.03323554834173148
1202,0.005638734878882834,0.0006716882175280547,-0.015268722473837093,-0.028653778176577882
1203,-0.001420896734157684,-0.0018222145253301847,0.02114096659987985,-0.014697426609577957
1204,0.008509671245266692,0.0020185576843648745,-0.018789868260462916,-0.03493453431765903
1205,0.020952888360434907,0.005283611858481724,-0.03972866485679877,-0.0639087015794233
1206,0.006972222175478104,0.0018485181711528076,-0.024819779146028176,-0.03141085457993431
1207,0.0036491256756934765,0.0005187203032298859,-0.006109312624876295,-0.018448733879818713
1208,0.00703699248104761,0.001655645170646508,-0.021728019468812254,-0.03228751617132031
1209,0.0028557764062428492,8.706984996029177e-05,-0.018013846471500616,-0.02209871544775288
1210,0.006133357758075109,0.00030855260532156037,0.0028085031943503314,-0.026438411013677388
1211,0.01180919905878186,0.00412563475354627,-0.029884349085237183,-0.047283039390878745
1212,0.007798311039580452,0.0019786240499858054,-0.005792758513611329,-0.034680419145515895
1213,0.009993322332498944,0.0024248834183372148,-0.015604712206551463,-0.0389581444481637
1214,0.004327268793562711,0.001993624766785357,-0.02608312249720912,-0.028919368954474334
1215,0.00019296775312788172,-0.0016271814152780395,0.0026436981541238525,-0.015509073997966638
1216,0.014228379269788705,0.003739175093138092,-0.030582564908690046,-0.04701466450639502
1217,0.010884033311829355,0.0029901247993443514,-0.026281793977957768,-0.052079025482253294
1218,0.003488568756372934,0.0008463834732170272,-0.002388498135434347,-0.0262491988913931
1219,0.00878092072717529,0.002433102530970177,-0.025040309055214982,-0.03292768509362354
1220,0.013106234652607296,0.0034843256955400526,-0.02089908096998594,-0.03784917140071942
