iteration,delta_log_loss_gnn_minus_xgb,delta_brier_gnn_minus_xgb,delta_pr_gnn_minus_xgb,delta_roc_gnn_minus_xgb
75,0.011876284962170525,0.002880985031546379,-0.020926489666055925,-0.03431997356370675
76,0.013993035343628724,0.0026614663465427957,-0.019379444444458938,-0.04877830780190151
77,0.01818298023820686,0.005176678944227964,-0.03620825289169333,-0.04905225020999271
78,0.018222366565082915,0.005091947724788243,-0.03638977408468802,-0.048698725531902465
79,-0.0008719330906269418,-0.00150948829382333,0.008189338034994553,-0.017218063269741513
80,0.0076415891048340345,0.0012911910702974316,-0.021032737902763443,-0.03253810959539527
81,0.005541247291316276,0.0015459527625778235,-0.020632715393121615,-0.024147922381387854
82,0.014630997599391349,0.004926762280226232,-0.04974187507793015,-0.04160454145232273
83,0.008473222949578807,0.002676029423978793,-0.024870756579091047,-0.030143087772522947
84,0.00979946404035792,0.002921800620877102,-0.022878202770234113,-0.036109461289588585
85,0.009619316505130482,0.002330566038568349,-0.0216501702716676,-0.03425920530845439
86,0.015618511574822191,0.0044940137752014775,-0.04334628475212404,-0.050371035065065795
87,0.005108176523528685,0.0005891614654609523,-0.016970943241040204,-0.031276957158177465
88,0.007471622660701449,0.0016976901657901333,-0.01573264219417031,-0.03311297348916897
89,0.010187281646069357,0.0025541877502435473,-0.02089962485297986,-0.04490681935791718
90,0.008073895316569213,0.0025038501379611444,-0.02427144867645542,-0.027409786223277943
91,0.011169159647574922,0.0027830224576084195,-0.028036989137032342,-0.04051436885779125
92,0.012215462048067116,0.0035173496629630763,-0.03518015182984935,-0.04302783604355742
93,0.006589416391978298,0.0009746074194124099,0.00431926165195623,-0.02653226077883608
94,0.0008973751934465701,-0.0005434414315007297,-0.008269492176530113,-0.011524553923890846
95,0.0007140269999661442,-2.1125048971837312e-05,-0.004737805055176569,-0.013118133226123208
96,0.008913117848407037,0.0021177146574023753,-0.02579535671851324,-0.02254893602968211
97,0.014495448788342857,0.0038191860662677435,-0.03809857322228816,-0.04811250865572114
98,0.006468013785088544,0.0011479185922061153,-0.01442363387977913,-0.02863254107409563
99,0.00909794095457711,0.00121628866329343,-0.0022238679354196766,-0.0384362768241977
100,0.013332183366273176,0.0040464908155270485,-0.015855706040841133,-0.04290101526850132
101,0.00022259622163145476,-0.0005383084838901375,-0.011982039780155385,-0.01797350076630244
102,0.0070654499817845995,0.0016370829912871199,-0.01857792807567582,-0.03238621240924511
103,0.0009899035745811746,-0.0010723843381121034,-0.007612587316140396,-0.018134493940945462
104,0.008201578762861872,0.002563532638750282,-0.027422693907817652,-0.03119116827567514
105,0.021094342386596465,0.006377624169759594,-0.043287501549302054,-0.06199475648542241
106,0.004892114372618828,0.0003114050617564479,-0.0013102979957039795,-0.028519147887392515
107,0.0023306973749436244,-7.745656685503866e-05,-0.00540397600656084,-0.020936255377434487
108,0.007564174811197644,0.0012562464784255933,-0.013787806803873814,-0.03261009321761488
109,0.0046742872944343095,8.627225720306275e-05,-0.009393930855927435,-0.02264855780026276
110,0.003931337985421224,0.0009473138781586066,-0.02165479184630914,-0.0156668584922508
111,0.020163744012795193,0.006385628940996979,-0.05179649305254458,-0.05921701556655967
112,0.005398967134521704,0.0007111080576332196,-0.0171629212389246,-0.029930549601303147
113,0.007814877163747236,0.0016571745065329657,-0.02180035996038343,-0.030485839862708253
114,0.005574509575501874,0.0006366036050380608,-0.0141780350614375,-0.02386532679221398
115,0.013083351202798688,0.0037132091674370316,-0.04074716318608629,-0.051411540690454505
116,0.006532526162545793,0.001627018281535969,-0.010269650120598717,-0.024591862939320475
117,0.009988471351657369,0.002355455671161688,-0.019599253451051346,-0.042499594462004575
118,0.004866264768494055,0.001439494216216447,-0.03545736551622247,-0.02536668857912372
119,0.00885086247535083,0.0017234628274023778,-0.01372274656612077,-0.03186198233928483
120,0.011026543522204613,0.0024305553363719867,-0.0241616890297911,-0.04184236188170409
121,0.006294537449125226,0.0017333310240288669,-0.016944443165199108,-0.028798037966462298
122,0.010020170056766364,0.002828217554868062,-0.031588598813122815,-0.036723071025683174
123,0.0107195158237271,0.0027775230328498657,-0.03199271549570598,-0.03841810956200031
124,0.010704841963669942,0.002766422287572512,-0.030315326140032628,-0.041792299935907495
125,0.009038334633053702,0.0025805489234999313,-0.022865939867654006,-0.028866107486797188
126,0.01098780332185001,0.003168450347601187,-0.0200505478793217,-0.03505808301025248
127,0.00976251167076636,0.003060335764343447,-0.028681834023062014,-0.033712148960116206
128,0.006519958883532184,0.0016870792160438297,-0.027806814876509156,-0.02825755499987248
129,0.009384832844493873,0.0022857298310014207,-0.009054555160919742,-0.038392941238523215
130,0.013958210647071145,0.004061229404215438,-0.03711445361751631,-0.036963804529896005
131,0.01621186227730792,0.004142744481933275,-0.029878501961752457,-0.04985547044370586
132,0.008772316991460527,0.0024166891545216174,-0.028310746162769296,-0.03732321457850252
133,0.005054126216353649,0.0006419679508842258,-0.013309762130785274,-0.028307090183752326
134,0.00911357876159602,0.002355564194443327,-0.029921480117126753,-0.03216315334093689
135,0.00914048720307048,0.002666081835532602,-0.024385628690367867,-0.03431910192099874
136,0.005831093463917081,0.0018408560975285704,-0.0203290226828155,-0.03353686075597562
137,0.007932748053725291,0.0012111854586575599,-0.026020175208515905,-0.03599611687305926
138,0.00760628364918281,0.0020320898103496354,-0.02654530993371995,-0.03222481374968866
139,0.005602701326707926,0.0015082959873288782,-0.01946530930535778,-0.022610856269113078
140,0.004325378600390173,0.0004005627616803509,-0.008390705504034313,-0.01701330294330361
141,0.009677899593700912,0.002037230971746129,-0.00010318383319413149,-0.02832709588385962
142,0.01163879930046996,0.003266185018789114,-0.03197333238353639,-0.036677616239909616
143,0.00615796681967784,0.001247087069857794,-0.002994323370139662,-0.024885036125376403
144,0.008538966770811451,0.002284586892725149,-0.024261902782731493,-0.02782782215487778
145,0.009296721954523135,0.0019516060832663884,-0.027960377272924553,-0.03212259768203807
146,0.010402016015272075,0.0026604874309291426,-0.02853063131262329,-0.038745209553926796
147,0.0017970063057842212,-0.0001579304471333587,0.001309515477545209,-0.022909969332529312
148,0.01754273774418913,0.005174846744571027,-0.03598661672396153,-0.05555765979237748
149,0.011027588130428922,0.0024076394727547967,-0.01421141210365362,-0.03931131558054535
150,0.000897125361257356,-0.0015864412985931997,0.004322624763279936,-0.0163801950754362
151,0.010618103776308896,0.002449068901928836,-0.021340899762729293,-0.039622623133324764
152,0.0019536918930720404,-0.00018754381591484792,-0.0046785866581272595,-0.0194573001910483
153,0.012234359975542008,0.0030655870313250067,-0.020949382753489454,-0.0437194009219074
154,0.008341450934302386,0.002134048743248157,-0.024925247832392028,-0.03263034908253415
155,0.012812644451540178,0.0029083991251755703,-0.02704438768314049,-0.037818113663985464
156,0.013379492838200835,0.0040114462235191495,-0.046529869250783396,-0.043599374021909165
157,0.012254679666373003,0.0035581090684173866,-0.04320917218456455,-0.04779214787474695
158,0.011265891510405357,0.0031744628875302883,-0.02889035037225751,-0.03891175984494488
159,0.014091123622853474,0.004442474831197751,-0.03417266450366341,-0.049189371936133375
160,0.00798963324520574,0.0014393113625552068,-0.002196460069347761,-0.032712301278391864
161,0.010467837422907467,0.003008644454083692,-0.028798747638351774,-0.045874844333748444
162,0.010961695168124008,0.0024304960920293883,-0.02620215304592055,-0.04209249591309405
163,0.005773413603596067,0.0004227421030138512,-0.01580778623243928,-0.03532272775155243
164,0.00032104006596433976,0.00011744070460331657,-0.0016034206245549298,-0.016271953112650506
165,0.011960136652390818,0.002402805206120018,-0.01868897967631561,-0.040389817070478395
166,0.013926045464108028,0.0036647377541801363,-0.03023204221153869,-0.042288904040412634
167,0.013588978627468884,0.003642578847555117,-0.024497252416223414,-0.04231444956409325
168,0.0024719784962912716,0.00022211534121238663,-0.01588232894802738,-0.018563952387481764
169,0.007575988583242321,0.0017990414151015377,-0.01617475924680911,-0.031330276139995616
170,-0.003238304868386277,-0.0012972024741594035,-0.0012915547762643587,-0.0053805544036493735
171,0.01749985991960229,0.004380516203440821,-0.034269375172063576,-0.06091783229022263
172,0.012862145602428321,0.0031588345015745867,-0.03208612301268332,-0.05131763801700562
173,0.009639563312177857,0.0019036091089541796,-0.02226950390085336,-0.030945017182130607
174,0.008365750938309602,0.0018323788501027616,-0.007278401688950054,-0.042016571135844005
175,0.00499180888328371,0.0007470797152485942,-0.010213267256429792,-0.019955594241977126
176,0.016024713817652858,0.004760381447264539,-0.050223007995797264,-0.053706032658601854
177,0.013098532565065324,0.004183566080596779,-0.04766644762663114,-0.034711580484728444
178,0.005935979200481167,0.0003656240873591843,-0.005768955275582743,-0.025554550363622308
179,0.004205268846470656,0.00046821960266293927,-0.014008591844576535,-0.02023920909369825
180,0.006254662982926762,0.0021195646894982545,-0.0382373864634748,-0.03207589285714285
181,0.007292977508654652,0.0021185802600055814,-0.03651006609823093,-0.033802030197334854
182,0.022624423755132295,0.006646510759022117,-0.04664211998652368,-0.06405710599278036
183,0.005847790053044588,0.000630832667693676,0.005868633978467319,-0.019489629134725295
184,0.005762919749168982,0.0008519623893798178,-0.020001990360700883,-0.025965964886145887
185,0.002099434589055038,-0.0001297599170859698,-0.023953523402376553,-0.02856614246068445
186,0.009890036289748605,0.0022662102930799677,-0.018781632934379733,-0.04095113588712662
187,0.0023927465678835746,0.0007412243172409683,-0.014514337691531709,-0.023512904855307215
188,0.005968552608966393,0.0010555058891180968,-0.010794446568823612,-0.036065734288558526
189,0.011510689072912916,0.0031795717041414873,-0.03971070681910288,-0.040532703509644885
190,0.00461380521346777,0.0002452244564476458,-0.013190489539495254,-0.031347976772475805
191,0.009805562611336582,0.0033027943648532843,-0.03001207829224095,-0.03750718162788924
192,0.00464196577154774,0.00011486263851853695,-0.008731569449445531,-0.03032970550576175
193,-0.001392455575623952,-0.000663205053144128,-0.006645161077447559,-0.010331447932890647
194,0.011101324947816515,0.0024181199628878214,-0.015076806194123715,-0.03677091757162665
195,0.010433226240821436,0.003093363036024782,-0.03115684957972298,-0.03316171186641248
196,0.014027958677356178,0.004720333266032051,-0.04771479869379963,-0.05059181776258481
197,0.013974956764871815,0.003783406734636896,-0.026615091784841283,-0.05075603299053055
198,0.007739008616639342,0.001366630725812501,-0.023407750434671026,-0.024943052391799503
199,0.011500303782106924,0.003277436994509275,-0.03833289151801289,-0.04063347213906576
200,0.009002532077069136,0.0020717875711065425,-0.022735340571457985,-0.03347670230571709
201,0.005749491217970415,0.001384030445178458,-0.020362512537565047,-0.025067360914743264
202,0.010700556623771174,0.002627646159835184,-0.030591235814313555,-0.037570393968922144
203,0.015840175477977336,0.004733681599246753,-0.04012134163792569,-0.04839578454332549
204,0.014684018152710254,0.004564172445132991,-0.03377878203784057,-0.04216741182882999
205,0.006577176726954348,0.0019905753731961906,-0.02554075200249739,-0.027103003010686688
206,0.0004989741690547556,-0.0002858876584132808,-0.02581807963161875,-0.013482679435188438
207,0.004335522140527348,0.0003382920891944752,-0.009114509031160456,-0.026420969784074155
208,0.012847563330821321,0.00433469125280142,-0.032673206012950984,-0.04090953546881437
209,0.005223876367440705,0.000868287899265352,-0.010722908684630827,-0.026437738521188248
210,0.0038590170843118,0.0008444848152811824,-0.01672580890694092,-0.02854876738726919
211,0.001091737741689136,7.456550286738528e-05,-0.002460157387348949,-0.016008983471671234
212,0.0018520975785336624,0.0012535807862672221,-0.019098312252853245,-0.024724257724581533
213,0.010310574805693529,0.0018894518355292433,-0.013349318256157594,-0.03584834976403639
214,0.010517223286698352,0.002906288221836223,-0.03567810477192568,-0.04185076889755257
215,0.0014718150284110942,0.0011186134767847689,-0.019364234024051852,-0.018199360935854503
216,0.011334759427406582,0.0027040732083795094,-0.02183541288104568,-0.032829401441911155
217,0.013361159521667942,0.0035597147228145776,-0.03152563393678576,-0.04447585175061208
218,0.005055888275695863,0.000431427443043475,-0.017589157588331572,-0.021244057392114102
219,0.008912689506481941,0.0015071920366661329,-0.02087335145130964,-0.03528396447115656
220,0.009524800679149292,0.0009734809984744686,0.0016405133777005476,-0.034543612644462374
221,0.012275855978019057,0.003494555747179995,-0.029976031966429117,-0.04439744441748683
222,0.011038009380532454,0.0032832018341604763,-0.037128140683116984,-0.040440113466753025
223,0.006772556739514768,0.0011498779597552133,-0.015348582110242981,-0.03272153858850324
224,0.007224513473064187,0.001316959836131365,-0.01905245868811639,-0.03230007963152692
225,0.0036403576097857604,0.0009106913124195537,-0.020985761528490132,-0.02406314048105085
226,0.007024421616967369,0.0013171439339605129,-0.0186086992750204,-0.033306079444325176
227,0.00894283036884802,0.0027689771298766153,-0.03681674959798603,-0.02486191774327362
228,0.003778098582972511,0.00017468812066148698,-0.00868356660770142,-0.021621824083900343
229,0.013915700496910766,0.003610124109660634,-0.031522584444235835,-0.04506957857843441
230,-0.0003225315163586373,-0.00014267420868105396,-0.005658502362997919,-0.014860110373488666
231,0.008292321365564348,0.0020949536458949314,-0.025775095945787974,-0.03247915593032136
232,0.008595407490716744,0.0027258188711139497,-0.03806263331829196,-0.030401752423564465
233,0.009112637206614038,0.002339853460128133,-0.018134178626653008,-0.034828044982570416
234,0.018471755717544447,0.005419022403742257,-0.02637266140702904,-0.058184469240574854
235,0.0049486388396459136,0.0014648006832324312,-0.019174480664351456,-0.030669939755816333
236,0.01142729480550253,0.0024266606774938637,-0.01954336417533109,-0.03539815855932238
237,0.0034077821866180247,0.0009683374565573888,-0.019883829103030604,-0.02121503930000468
238,0.010172474038698032,0.0019646090143598527,-0.016849307740118558,-0.036177452177452274
239,0.019195195454343394,0.005512978457487661,-0.048349950026871646,-0.05411916812512818
240,0.004233905172408958,0.0005973076858732385,-0.007330632336903731,-0.021569060261920625
241,0.0030982580185157094,4.277048960982244e-05,-0.005155252593794291,-0.02086697086697087
242,0.015518570651638086,0.0038198355390065275,-0.030077159944388643,-0.04165022598464729
243,0.0004938760862728264,-0.0005681455075436381,0.0014884767888086459,-0.012720891071030027
244,0.0047943302299860435,0.0004885007377326833,-0.007739024436579256,-0.01926997759522031
245,0.01586378578037928,0.0048549546082261585,-0.0500491228779566,-0.04904364343139844
246,0.002011096081221464,-0.00033091761754158733,-0.0032223499531711663,-0.026577906383548178
247,0.004552590818105551,0.0007375197042338855,-0.01071165211388142,-0.019425152518677602
248,0.011508396749991046,0.0017791507030884834,-0.016712803400189408,-0.04874953427719819
249,0.011125930773037973,0.002854746093712196,-0.03393325066081926,-0.03500797163911151
250,0.0070361489433994895,0.0015909795963827411,-0.01824053744452031,-0.029161204862500623
251,0.0017651145720638528,-0.00032454725715547195,-0.010075272399924007,-0.022519708175320785
252,-0.0037596485773041532,-0.0012250330282572996,-0.008687711453732427,-0.0012144567346696888
253,0.008307589670819793,0.002128033943079949,-0.0274666786478745,-0.03200889424736775
254,0.011155561871837083,0.002032208079227077,-0.019403172822796244,-0.04222405945523078
255,0.011508394727276494,0.002415739033834935,-0.015256991590805069,-0.03008680133041297
256,0.0047217212137988795,0.001039133272255216,-0.023762182920801733,-0.02870358680862406
257,0.0016285226135671627,-0.0006719164678047063,-0.01386710530880364,-0.020817152805749806
258,0.0017243172744648705,0.0006773640784482893,-0.028594783225212972,-0.021199728911001303
259,0.008140084850101204,0.0020123104873995268,-0.03035611562546986,-0.029553726992012974
260,0.00435586558589518,0.0007553465448690566,-0.011861688825981154,-0.0247458085800073
261,0.009344051277849819,0.0020025141622656284,-0.021121153698319406,-0.04178049841315157
262,0.011388209604223043,0.003391659535131264,-0.029742542313618725,-0.04354119240435872
263,0.011362437072334475,0.0028843093442928736,-0.01983790456984158,-0.03450522618153362
264,0.007875349738767023,0.0018343118407890546,-0.022347365158393306,-0.028207235758430316
265,0.014790432882963889,0.004426746326114839,-0.03954713371427593,-0.04976023723894263
266,0.011598918175837913,0.002996102540784723,-0.028890283926669647,-0.04025863162773757
267,0.0026911288308292813,-0.0006397598546785122,-0.004568510937300929,-0.0192388928198034
268,0.0009080838798352087,-0.00019641763959923897,-0.0014629728165408418,-0.018945190421794544
269,0.007402429891166962,0.0017614409816263388,-0.024480280437170654,-0.029250012279279813
270,0.015428664119711888,0.004305727080547939,-0.030336269635455215,-0.05363391560795017
271,0.008975079729645064,0.0027499424738428035,-0.02324121054582501,-0.03288622613919756
272,0.020000316627727832,0.0070146379543419846,-0.055549932084782594,-0.06258016597783311
273,0.011540714854190837,0.004096487427053569,-0.030595763516984065,-0.0326895191950628
274,0.014477826647309122,0.003971289231742864,-0.0272382581879696,-0.04294944338767015
275,0.013411470856764973,0.00399182309260937,-0.05553126154543908,-0.04265381568523907
276,0.008888946187982971,0.002182969093824122,-0.028036405630093575,-0.027511685788866647
277,0.010563177166696303,0.002892899264459653,-0.023228694866767596,-0.03291376738147578
278,0.007232629859395101,0.0018593687933782244,-0.009244657035148485,-0.021909057273591714
279,0.009830543937067948,0.0025884529404216206,-0.022242410817536307,-0.034720457302654495
280,0.00337871368413295,0.0004463188712336419,-0.01415496964283014,-0.02713673422528695
281,0.004511961598036962,0.0009646781764243162,-0.01948805628895267,-0.019254855149732575
282,0.007618180787108408,0.0027221428344549603,-0.043357051208426034,-0.030983807026465637
283,0.013797318525215485,0.0031185860703617785,-0.02430938191148785,-0.03861566189425081
284,0.007613717408937959,0.0009877920379345317,-0.006834798807817732,-0.037979033762987724
285,0.0062613670772209695,0.0009599353718242332,-0.015304019795628176,-0.023700252915446307
286,0.021152478111872264,0.006245041262205014,-0.05918812994327638,-0.06404064155155853
287,0.008279649058822836,0.0017002404584836317,-0.01400417616165539,-0.030988709591521557
288,0.0036975569868833436,0.0011867310540858156,-0.020209207289109243,-0.025339083858877287
289,0.00659684770096397,0.0016583118038115685,-0.021472976134052746,-0.026380795256026657
290,0.010449312791685872,0.0022058858297114847,-0.0103093712706257,-0.04019799966563431
291,0.013052283816801458,0.0038386006709849596,-0.041941698449320663,-0.044522794550680755
292,0.0046045435935205825,0.0010269571603638006,-0.004823490049307877,-0.02134588149298733
293,0.009492865487190305,0.002485255856031071,-0.012410886438776081,-0.03752997026760729
294,0.0024204193563235332,0.00030954955892434355,-0.02084702366631036,-0.024487609619983974
295,0.0038097511404983075,0.00011129189624983771,0.004576128159191728,-0.02179323867618066
296,0.009378554388451643,0.0023413025606333626,-0.02308827296705601,-0.03213520666328262
297,0.011114096834170861,0.0030117569875613426,-0.027236492622385033,-0.03735024878025217
298,0.014327753837132251,0.004906499913932605,-0.03379262775216152,-0.04968345195955293
299,0.013121122036047428,0.0037136469292349816,-0.03946723560891574,-0.043446938666293344
300,0.01102592215047915,0.0029857972507683628,-0.022893534851338215,-0.03547059159723642
301,0.011688077012139586,0.0034462682997617455,-0.0349510035658715,-0.03948692847371271
302,0.012180280227855111,0.0032222314703140853,-0.03517247573467602,-0.040843308778391596
303,0.0015848343039677193,0.0005025833401169633,-0.024678210003796497,-0.018652812601038238
304,0.011786938675198144,0.0030713282325999236,-0.032464731113542256,-0.04541812674989876
305,0.0007861935738029402,-0.000758864311917018,0.001177791288279384,-0.017324198521446066
306,0.023046198615342572,0.007628318297524889,-0.061562892297952754,-0.0630826280958191
307,0.004142634278370028,0.0018515795964340054,-0.02393521852121555,-0.01881774583452478
308,0.007414952293278598,0.0013019003581072608,-0.020823688216105918,-0.025786815179380862
309,0.008580541725165758,0.0012101037583784058,-0.008381272601483969,-0.039952895370362285
310,0.005100167844268089,0.0007330871762525892,-0.020439900586878723,-0.029874937646447552
311,0.006764009590187248,0.0018596510715583325,-0.031062331873427496,-0.02924861321230454
312,0.006269711326564231,0.00139935374115141,-0.025053123257234522,-0.02446277239709449
313,0.016321128203728386,0.005052926428086413,-0.04672753560157955,-0.049429172942626276
314,0.006850927688202113,0.0012239571559798101,-0.012898066915737083,-0.02901953433401061
315,0.004861224971206002,-0.0004766190947152471,-0.0023386611215621134,-0.031766395600239195
316,0.00102082720686536,-0.001075636245295053,-0.0054447299110963465,-0.022055072909666573
317,0.006091129745566137,0.0018883570669089578,-0.027624690690277287,-0.02414388301770054
318,0.006187133572035708,0.0021490475233672535,-0.02154896815912105,-0.02757906264810228
319,0.005071242267878695,0.0002780726936871536,-0.007875502618068686,-0.02596429997907812
320,0.0019969860471870104,0.0008340506880274434,-0.02074701117355482,-0.02418937404557009
321,0.008511504795121971,0.0013174887060145024,-0.005840250688465942,-0.024714499125620404
322,0.005805780017048789,0.0016361046216176178,-0.013566548010548463,-0.023858397715080804
323,0.005303850447974989,0.0006622214912653246,-0.018619629994025888,-0.029180352512307883
324,0.009417830196028598,0.0022830828373203993,-0.026666565508745244,-0.04321611113538071
325,0.0026222114518792417,0.00016573111312895294,-0.007489125290578436,-0.024765646539840147
326,0.014943895783929628,0.004502681186023733,-0.048042884641997574,-0.04716929351261079
327,0.005899036350684728,0.0007318523557766077,-0.012118434923483967,-0.026751308157222264
328,0.013443713503053734,0.004554499606006679,-0.0490416403332915,-0.04897008670882219
329,0.0037918891895902807,0.0010799285957168725,-0.020136370266023884,-0.02267311530784577
330,0.009853374941658388,0.002654361925920834,-0.03255607350731465,-0.03704216570025065
331,0.017133479905598548,0.00483651347640679,-0.03463984438163653,-0.04492301483826899
332,0.011255862445320286,0.002978531940134782,-0.03554854434181215,-0.03485239659606143
333,0.0077428906833179045,0.0011037249369462432,-0.006304779936006977,-0.02991976129883467
334,0.009651080200998696,0.0025992016988347633,-0.017597976324601527,-0.0420154919654635
335,9.13330343307317e-05,-0.0006509410777819358,-0.01522701964499995,-0.015612170794243596
336,0.007993752354090888,0.0015803965880483162,-0.013448434135413523,-0.03873459978291294
337,0.008885244539681758,0.0017781089498194735,-0.019233388297776766,-0.03069062774532627
