group,n,valid_spatial_n,median_distance_m,pct_within_2m,pct_within_3m,pct_within_5m,median_time_gap_s,pct_close_unambiguous
overall,2683,2683,6.097465545617463,7.827059262020127,16.88408497950056,39.43346999627283,1.8730000000000473,15.467759970182632
Clearance,1130,1130,7.072194727457225,7.610619469026549,15.398230088495577,35.04424778761062,2.020999999999958,13.805309734513274
Pass,1553,1553,5.66074080372354,7.98454603992273,17.965228589826143,42.62717321313587,1.7419999999999618,16.677398583386992
