model,n,positive_rate,log_loss,roc_auc,pr_auc,brier
setup_plus_incoming_xgb,2683,0.21319418561311965,0.5037504385758482,0.6408804364749414,0.3102435972157085,0.16262564222790435
xgb_plus_residual_gnn,2683,0.21319418561311965,0.5056459053624939,0.637837766212944,0.305573148479509,0.16342708985499912
