match_id,competition,season,winner_event_id,split,target,winner_event_type,is_clearance,contest_x,contest_y,coverage_15m,loser_source_proxy,contestant_distance,nearest_winner_support,nearest_loser_support,second_winner_support,second_loser_support,winner_support_spread,loser_support_spread,winner_angular_concentration,loser_angular_concentration,support_centroid_gap,pass_length,pass_is_high,pass_is_low,winner_centroid_dx,winner_centroid_dy,loser_centroid_dx,loser_centroid_dy,winner_support_5m,loser_support_5m,support_advantage_5m,winner_support_10m,loser_support_10m,support_advantage_10m,winner_support_15m,loser_support_15m,support_advantage_15m
3930181,UEFA Euro,2024,14a591f4-ca4f-4110-868f-1095642aa4c1,train,0,Pass,0,86.6,14.9,0.9955292594515469,0,0.6609167751035748,1.6103317619179922,2.2393285149066626,6.682630760084637,,7.065590904969625,0.0,0.7461554169133726,1.0,3.6461551654506343,16.601807,1,0,4.665447345057349,2.9947764614775525,2.2204909583843175,0.289848411083403,1,1,0,2,1,1,3,1,2
3930181,UEFA Euro,2024,2b594c80-ccd8-4da7-9fdf-4c6e89c99b80,train,0,Pass,0,87.8,68.0,0.9479712450352308,0,0.521647756640689,3.5033101491890246,1.7249105151312458,3.549109269673887,4.721420133125632,7.937004003180114,7.425958857007662,0.11831175338312175,0.3671950445135494,3.220232208930754,8.364807,1,0,1.278720630397126,2.970566371969221,2.9190816802263577,0.19944546056203669,2,2,0,2,3,-1,5,6,-1
3930181,UEFA Euro,2024,2014dc71-cc03-432c-89f7-97bfb591db2d,train,1,Pass,0,67.3,15.2,0.9919469909640175,0,1.915980243053795,8.319285485441162,3.914663044839218,9.11305208632208,7.650350787242767,9.965261701181536,8.946856014261797,0.2157716120144018,0.2750029258486319,4.263436052201389,2.8442926,1,0,-3.5081820132117514,-0.2960151540524613,0.7410276744720875,0.05198484782164101,0,1,-1,3,4,-1,5,5,0
3930181,UEFA Euro,2024,1156b1f7-6532-404b-9847-90ab4b7dca15,train,1,Pass,0,42.7,23.5,1.0,0,1.4532320543212627,6.002754610927576,9.92098344916842,10.80085159717045,12.942992982877529,6.350335166991623,11.781587886875135,0.7959306045184806,0.29891861455314245,6.368409363060169,24.19938,1,0,6.256765228299173,4.105689910743561,-0.11158487843138094,4.133162326315854,0,0,0,1,1,0,3,3,0
3930181,UEFA Euro,2024,068eb0a7-4586-468e-9787-44f2973f60f6,train,0,Pass,0,92.3,70.6,0.7860051071062651,0,1.0298307990971447,11.840707980834134,10.100320531317163,,10.998042902585215,0.0,6.806014109402551,1.0,0.7647317354780486,10.300420375110477,7.180529,0,1,-10.66832967353136,-5.13703294365915,-0.783781648979776,-8.034336906712461,0,0,0,0,0,0,1,2,-1
3930181,UEFA Euro,2024,b42e14c6-a51b-4092-8c2c-d3f824e6668e,train,0,Pass,0,104.6,41.2,1.0,1,1.3401977354362502,4.691177810946086,3.7411486129124465,9.179762486877747,5.52972889254994,6.466505303475648,7.298004914211921,0.5453174407227108,0.10740470410952742,6.279300549406003,13.572398,1,0,-5.108927720895413,-0.06547715830566148,1.1703626745273197,-0.07676962138311297,1,1,0,2,4,-2,3,5,-2
3930181,UEFA Euro,2024,a1048239-2255-4a3c-84a8-68a71578c21a,train,1,Pass,0,112.2,48.0,0.8154649020844359,0,1.5786436289041326,0.8443186342702373,2.1996298908789305,2.641730294742042,4.325004031687245,6.2474823100832655,6.0260795071929305,0.47105094919201157,0.563563800781563,5.873962324282684,9.343447,1,0,-3.7794606319613706,1.2823081404546286,-2.3000848091476573,-4.4023097501310415,2,2,0,4,6,-2,5,8,-3
3930181,UEFA Euro,2024,bb93292c-ae77-4f72-a8af-5e456ff2fc02,train,1,Pass,0,52.1,20.3,1.0,0,0.9011849159040293,2.2661503116172708,3.49085553620836,8.552778485802023,10.516748211212304,6.747855526213589,5.728313581618342,0.5731849462797027,0.665092186701371,10.219928268441851,1.4,0,1,-4.866484696807466,0.36245982237950375,5.34599809737524,-0.027577343309941327,1,1,0,2,1,1,3,2,1
3930181,UEFA Euro,2024,4bf4513b-64ec-400c-afbc-8d5cd8ae1da7,train,1,Pass,0,53.6,14.1,0.9904640374478197,0,0.9391933984776325,6.194325665292586,5.002140967970873,11.845823905482,,10.747435437898092,0.0,0.265713462899065,1.0,3.633338847491096,12.41934,1,0,0.806148887398848,1.8874579774329856,-1.3397746167809927,4.819379445497306,0,0,0,1,1,0,3,1,2
3930181,UEFA Euro,2024,a289e616-b856-4209-bcd0-57b1cbbc2dcc,train,0,Pass,0,49.4,60.0,1.0,0,1.1467990151126173,6.7808158321304575,6.278041677195612,7.593136333823407,10.151138463755304,8.998398421456216,8.476371354448625,0.09642879428242249,0.4314388109710242,1.5556650210298357,12.280066,1,0,-0.9935346119885603,1.557099083426704,-0.621986176739116,3.067743124198536,0,0,0,2,1,1,3,3,0
3930181,UEFA Euro,2024,b8ae1f85-f029-4bd7-a4ca-ab0941f17ff6,train,1,Pass,0,62.4,57.2,1.0,0,0.5973483998159667,6.4200056490601884,6.822214809939783,8.9983625064287,9.847487414066837,8.23264773342402,9.12308300279111,0.6282786657469588,0.2661568784268064,8.93647158594736,14.21267,0,1,-5.841373664967851,-2.2425887314068453,3.0950446890422563,-2.2117438200634063,0,0,0,2,2,0,3,3,0
3930181,UEFA Euro,2024,7b9a1c4b-f9bc-44b4-b5cd-ef26327fb9c7,train,1,Clearance,1,6.4,38.1,0.7631543337211983,1,0.8346397269282043,2.36123822948811,3.7468963073943873,3.282909194932865,4.2015029364911225,5.902358687985078,4.370832621832778,0.475113352456889,0.5042737115886309,1.1518628963571291,,0,0,0.9252111920743484,2.140450856233457,0.13664681462170414,2.9800664555507623,4,2,2,7,4,3,9,4,5
3930182,UEFA Euro,2024,0c4b4d27-a303-4f8c-a6ea-fa7bc49c5e33,train,1,Pass,0,77.7,50.3,1.0,0,0.62637249941409,8.298062136361976,6.726509146647183,8.635076694949587,13.72106374120832,10.003764077312553,8.87681346537723,0.39904820153169734,0.5279760057301801,4.237228763867458,6.8066144,0,1,-0.548413267099054,-3.3741817363616544,-4.749811016995537,-3.9240585812192244,0,0,0,2,1,1,4,2,2
3930182,UEFA Euro,2024,4d2ac6c9-41fb-4ff4-ba50-9c6a6b7360e8,train,1,Pass,0,55.3,52.5,1.0,0,1.47068892447519,10.947996788430547,,,,0.0,,1.0,,,22.118319,0,1,-2.192411442538514,-10.726227936516722,,,0,0,0,0,0,0,1,0,1
